cardName,tagName,pokemonGeneration,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,patternType,isLegendary,isMythical,isStarter,isEeveelution,isWaifuTrainer,marketPrice,logMarketPrice,isExCard,isParadoxPokemon,isPaldeanStarter,isSVBoxLegendary,isSecretNumber,isTrainerPokemon,isPromo,isMasterBall,isTerastal
Fighting Gong,,,187/217,Ascended Heroes,Mega Evolution,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Fighting Gong,,,187/217,Ascended Heroes,Mega Evolution,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.36,-1.021651,False,False,False,False,False,False,False,False,False
Forest of Vitality,,,188/217,Ascended Heroes,Mega Evolution,trainer,Stadium,,Uncommon,Normal,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Forest of Vitality,,,188/217,Ascended Heroes,Mega Evolution,trainer,Stadium,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.28,-1.272966,False,False,False,False,False,False,False,False,False
Glass Trumpet - 189/217,,,189/217,Ascended Heroes,Mega Evolution,trainer,Item,,Common,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Glass Trumpet - 189/217,,,189/217,Ascended Heroes,Mega Evolution,trainer,Item,,Common,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Iris's Fighting Spirit - 190/217,Iris,,190/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,True,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Iris's Fighting Spirit - 190/217,Iris,,190/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,True,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Light Ball,,,191/217,Ascended Heroes,Mega Evolution,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.26,-1.347074,False,False,False,False,False,False,False,False,False
Light Ball,,,191/217,Ascended Heroes,Mega Evolution,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.58,-0.544727,False,False,False,False,False,False,False,False,False
Lillie's Determination,Lillie,,192/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,True,0.33,-1.108663,False,False,False,False,False,False,False,False,False
Lillie's Determination,Lillie,,192/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,True,0.72,-0.328504,False,False,False,False,False,False,False,False,False
Mega Signal,,,193/217,Ascended Heroes,Mega Evolution,trainer,Item,,Common,Normal,none,False,False,False,False,False,0.08,-2.525729,False,False,False,False,False,False,False,False,False
Mega Signal,,,193/217,Ascended Heroes,Mega Evolution,trainer,Item,,Common,Reverse Holofoil,none,False,False,False,False,False,0.42,-0.867501,False,False,False,False,False,False,False,False,False
Mystery Garden,,,194/217,Ascended Heroes,Mega Evolution,trainer,Stadium,,Uncommon,Normal,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Mystery Garden,,,194/217,Ascended Heroes,Mega Evolution,trainer,Stadium,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.26,-1.347074,False,False,False,False,False,False,False,False,False
N's PP Up - 195/217,,,195/217,Ascended Heroes,Mega Evolution,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
N's PP Up - 195/217,,,195/217,Ascended Heroes,Mega Evolution,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.29,-1.237874,False,False,False,False,False,False,False,False,False
Night Stretcher,,,196/217,Ascended Heroes,Mega Evolution,trainer,Item,,Common,Normal,none,False,False,False,False,False,0.22,-1.514128,False,False,False,False,False,False,False,False,False
Night Stretcher,,,196/217,Ascended Heroes,Mega Evolution,trainer,Item,,Common,Reverse Holofoil,none,False,False,False,False,False,0.33,-1.108663,False,False,False,False,False,False,False,False,False
Nighttime Mine,,,197/217,Ascended Heroes,Mega Evolution,trainer,Stadium,,Uncommon,Normal,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Nighttime Mine,,,197/217,Ascended Heroes,Mega Evolution,trainer,Stadium,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.41,-0.891598,False,False,False,False,False,False,False,False,False
Poke Pad,,,198/217,Ascended Heroes,Mega Evolution,trainer,Item,,Common,Normal,none,False,False,False,False,False,0.65,-0.430783,False,False,False,False,False,False,False,False,False
Poke Pad,,,198/217,Ascended Heroes,Mega Evolution,trainer,Item,,Common,Reverse Holofoil,none,False,False,False,False,False,1.16,0.14842,False,False,False,False,False,False,False,False,False
Premium Power Pro,,,199/217,Ascended Heroes,Mega Evolution,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.07,-2.65926,False,False,False,False,False,False,False,False,False
Premium Power Pro,,,199/217,Ascended Heroes,Mega Evolution,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.4,-0.916291,False,False,False,False,False,False,False,False,False
Surfer - 200/217,Surfer,,200/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Common,Normal,none,False,False,False,False,False,0.09,-2.407946,False,False,False,False,False,False,False,False,False
Surfer - 200/217,Surfer,,200/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Team Rocket's Archer,Archer,,201/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.11,-2.207275,False,False,False,False,False,False,False,False,False
Team Rocket's Archer,Archer,,201/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Team Rocket's Ariana,Ariana,,202/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,True,0.24,-1.427116,False,False,False,False,False,False,False,False,False
Team Rocket's Ariana,Ariana,,202/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,True,0.26,-1.347074,False,False,False,False,False,False,False,False,False
Team Rocket's Factory,,,203/217,Ascended Heroes,Mega Evolution,trainer,Stadium,,Uncommon,Normal,none,False,False,False,False,False,0.19,-1.660731,False,False,False,False,False,False,False,False,False
Team Rocket's Factory,,,203/217,Ascended Heroes,Mega Evolution,trainer,Stadium,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.56,-0.579818,False,False,False,False,False,False,False,False,False
Team Rocket's Giovanni,Giovanni,,204/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.12,-2.120264,False,False,False,False,False,False,False,False,False
Team Rocket's Giovanni,Giovanni,,204/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.51,-0.673345,False,False,False,False,False,False,False,False,False
Team Rocket's Great Ball,,,205/217,Ascended Heroes,Mega Evolution,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.15,-1.89712,False,False,False,False,False,False,False,False,False
Team Rocket's Great Ball,,,205/217,Ascended Heroes,Mega Evolution,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.33,-1.108663,False,False,False,False,False,False,False,False,False
Team Rocket's Hypnotizer,,,206/217,Ascended Heroes,Mega Evolution,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Team Rocket's Hypnotizer,,,206/217,Ascended Heroes,Mega Evolution,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.23,-1.469676,False,False,False,False,False,False,False,False,False
Team Rocket's Petrel,Petrel,,207/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.4,-0.916291,False,False,False,False,False,False,False,False,False
Team Rocket's Petrel,Petrel,,207/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.59,-0.527633,False,False,False,False,False,False,False,False,False
Team Rocket's Proton,Proton,,208/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Team Rocket's Proton,Proton,,208/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.25,-1.386294,False,False,False,False,False,False,False,False,False
Team Rocket's Transceiver - 209/217,,,209/217,Ascended Heroes,Mega Evolution,trainer,Item,,Uncommon,Normal,none,False,False,False,False,False,0.16,-1.832581,False,False,False,False,False,False,False,False,False
Team Rocket's Transceiver - 209/217,,,209/217,Ascended Heroes,Mega Evolution,trainer,Item,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Team Rocket's Watchtower,,,210/217,Ascended Heroes,Mega Evolution,trainer,Stadium,,Uncommon,Normal,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Team Rocket's Watchtower,,,210/217,Ascended Heroes,Mega Evolution,trainer,Stadium,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.29,-1.237874,False,False,False,False,False,False,False,False,False
Thick Scale,,,211/217,Ascended Heroes,Mega Evolution,trainer,Tool,,Uncommon,Normal,none,False,False,False,False,False,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Thick Scale,,,211/217,Ascended Heroes,Mega Evolution,trainer,Tool,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.53,-0.634878,False,False,False,False,False,False,False,False,False
Tool Scrapper,,,212/217,Ascended Heroes,Mega Evolution,trainer,Item,,Common,Normal,none,False,False,False,False,False,0.14,-1.966113,False,False,False,False,False,False,False,False,False
Tool Scrapper,,,212/217,Ascended Heroes,Mega Evolution,trainer,Item,,Common,Reverse Holofoil,none,False,False,False,False,False,0.32,-1.139434,False,False,False,False,False,False,False,False,False
Ultra Ball - 213/217,,,213/217,Ascended Heroes,Mega Evolution,trainer,Item,,Common,Normal,none,False,False,False,False,False,0.13,-2.040221,False,False,False,False,False,False,False,False,False
Ultra Ball - 213/217,,,213/217,Ascended Heroes,Mega Evolution,trainer,Item,,Common,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Urbain,Urbain,,214/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Normal,none,False,False,False,False,False,0.1,-2.302585,False,False,False,False,False,False,False,False,False
Urbain,Urbain,,214/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648,False,False,False,False,False,False,False,False,False
Waitress,Waitress,,215/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Common,Normal,none,False,False,False,False,False,0.18,-1.714798,False,False,False,False,False,False,False,False,False
Waitress,Waitress,,215/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Common,Reverse Holofoil,none,False,False,False,False,False,0.53,-0.634878,False,False,False,False,False,False,False,False,False
Erika's Tangela - 218/217,Tangela,gen1,218/217,Ascended Heroes,Mega Evolution,pokemon,Grass,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,23.42,3.15359,False,False,False,False,True,True,False,False,False
Beautifly - 219/217,Beautifly,gen3,219/217,Ascended Heroes,Mega Evolution,pokemon,Grass,Stage 2,Illustration Rare,Holofoil,none,False,False,False,False,False,7.13,1.964311,False,False,False,False,True,False,False,False,False
Dustox - 220/217,Dustox,gen3,220/217,Ascended Heroes,Mega Evolution,pokemon,Grass,Stage 2,Illustration Rare,Holofoil,none,False,False,False,False,False,4.14,1.420696,False,False,False,False,True,False,False,False,False
Budew - 221/217,Budew,gen4,221/217,Ascended Heroes,Mega Evolution,pokemon,Grass,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,11.98,2.483239,False,False,False,False,True,False,False,False,False
Ethan's Magcargo - 222/217,Magcargo,gen2,222/217,Ascended Heroes,Mega Evolution,pokemon,Fire,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,7.5,2.014903,False,False,False,False,True,True,False,False,False
Numel - 223/217,Numel,gen3,223/217,Ascended Heroes,Mega Evolution,pokemon,Fire,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,5.74,1.747459,False,False,False,False,True,False,False,False,False
Salazzle - 224/217,Salazzle,gen7,224/217,Ascended Heroes,Mega Evolution,pokemon,Fire,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,3.13,1.141033,False,False,False,False,True,False,False,False,False
Scorbunny - 225/217,Scorbunny,gen8,225/217,Ascended Heroes,Mega Evolution,pokemon,Fire,Basic,Illustration Rare,Holofoil,none,False,False,True,False,False,12.15,2.497329,False,False,False,False,True,False,False,False,False
Psyduck - 226/217,Psyduck,gen1,226/217,Ascended Heroes,Mega Evolution,pokemon,Water,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,94.92,4.553034,False,False,False,False,True,False,False,False,False
Snorunt - 227/217,Snorunt,gen3,227/217,Ascended Heroes,Mega Evolution,pokemon,Water,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,7.32,1.99061,False,False,False,False,True,False,False,False,False
Weavile - 228/217,Weavile,gen4,228/217,Ascended Heroes,Mega Evolution,pokemon,Water,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,6.98,1.943049,False,False,False,False,True,False,False,False,False
Heliolisk - 229/217,Heliolisk,gen6,229/217,Ascended Heroes,Mega Evolution,pokemon,Lightning,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,2.85,1.047319,False,False,False,False,True,False,False,False,False
Vikavolt - 230/217,Vikavolt,gen7,230/217,Ascended Heroes,Mega Evolution,pokemon,Lightning,Stage 2,Illustration Rare,Holofoil,none,False,False,False,False,False,3.13,1.141033,False,False,False,False,True,False,False,False,False
Iono's Wattrel - 231/217,Wattrel,gen9,231/217,Ascended Heroes,Mega Evolution,pokemon,Lightning,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,10.61,2.361797,False,False,False,False,True,True,False,False,False
Marill - 232/217,Marill,gen2,232/217,Ascended Heroes,Mega Evolution,pokemon,Psychic,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,15.04,2.710713,False,False,False,False,True,False,False,False,False
Misdreavus - 233/217,Misdreavus,gen2,233/217,Ascended Heroes,Mega Evolution,pokemon,Psychic,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,6.52,1.874874,False,False,False,False,True,False,False,False,False
Banette - 234/217,Banette,gen3,234/217,Ascended Heroes,Mega Evolution,pokemon,Psychic,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,11.85,2.472328,False,False,False,False,True,False,False,False,False
Togekiss - 235/217,Togekiss,gen4,235/217,Ascended Heroes,Mega Evolution,pokemon,Psychic,Stage 2,Illustration Rare,Holofoil,none,False,False,False,False,False,6.78,1.913977,False,False,False,False,True,False,False,False,False
Slurpuff - 236/217,Slurpuff,gen6,236/217,Ascended Heroes,Mega Evolution,pokemon,Psychic,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,8.97,2.193886,False,False,False,False,True,False,False,False,False
Hop's Trevenant - 237/217,Trevenant,gen6,237/217,Ascended Heroes,Mega Evolution,pokemon,Psychic,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,5.17,1.642873,False,False,False,False,True,True,False,False,False
Team Rocket's Mimikyu - 238/217,Mimikyu,gen7,238/217,Ascended Heroes,Mega Evolution,pokemon,Psychic,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,30.45,3.416086,False,False,False,False,True,True,False,False,False
Team Rocket's Dugtrio - 239/217,Dugtrio,gen1,239/217,Ascended Heroes,Mega Evolution,pokemon,Fighting,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,10.48,2.349469,False,False,False,False,True,True,False,False,False
Hitmontop - 240/217,Hitmontop,gen2,240/217,Ascended Heroes,Mega Evolution,pokemon,Fighting,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,6.81,1.918392,False,False,False,False,True,False,False,False,False
Medicham - 241/217,Medicham,gen3,241/217,Ascended Heroes,Mega Evolution,pokemon,Fighting,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,6.3,1.84055,False,False,False,False,True,False,False,False,False
Carbink - 242/217,Carbink,gen6,242/217,Ascended Heroes,Mega Evolution,pokemon,Fighting,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,5.32,1.671473,False,False,False,False,True,False,False,False,False
Mightyena - 243/217,Mightyena,gen3,243/217,Ascended Heroes,Mega Evolution,pokemon,Darkness,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,8.61,2.152924,False,False,False,False,True,False,False,False,False
Cynthia's Spiritomb - 244/217,Spiritomb,gen4,244/217,Ascended Heroes,Mega Evolution,pokemon,Darkness,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,15.22,2.72261,False,False,False,False,True,True,False,False,False
Galarian Obstagoon - 245/217,Galarian Obstagoon,gen8,245/217,Ascended Heroes,Mega Evolution,pokemon,Darkness,Stage 2,Illustration Rare,Holofoil,none,False,False,False,False,False,4.08,1.406097,False,False,False,False,True,False,False,False,False
Mawile - 246/217,Mawile,gen3,246/217,Ascended Heroes,Mega Evolution,pokemon,Metal,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,6.55,1.879465,False,False,False,False,True,False,False,False,False
Dreepy - 247/217,Dreepy,gen8,247/217,Ascended Heroes,Mega Evolution,pokemon,Dragon,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,13.59,2.609334,False,False,False,False,True,False,False,False,False
Drakloak - 248/217,Drakloak,gen8,248/217,Ascended Heroes,Mega Evolution,pokemon,Dragon,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,12.08,2.491551,False,False,False,False,True,False,False,False,False
Larry's Staraptor - 249/217,Staraptor,gen4,249/217,Ascended Heroes,Mega Evolution,pokemon,Colorless,Stage 2,Illustration Rare,Holofoil,none,False,False,False,False,False,5.48,1.701105,False,False,False,False,True,True,False,False,False
Fan Rotom - 250/217,Fan Rotom,gen4,250/217,Ascended Heroes,Mega Evolution,pokemon,Colorless,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,4.27,1.451614,False,False,False,False,True,False,False,False,False
Sprigatito ex,Sprigatito,gen9,251/217,Ascended Heroes,Mega Evolution,pokemon,Grass,Basic,Ultra Rare,Holofoil,none,False,False,True,False,False,2.76,1.015231,True,False,True,False,True,False,False,False,False
Stunfisk ex - 252/217,Stunfisk,gen5,252/217,Ascended Heroes,Mega Evolution,pokemon,Fighting,Basic,Ultra Rare,Holofoil,none,False,False,False,False,False,0.7,-0.356675,True,False,False,False,True,False,False,False,False
Mega Audino ex - 253/217,Audino,gen5,253/217,Ascended Heroes,Mega Evolution,pokemon,Colorless,Basic,Ultra Rare,Holofoil,none,False,False,False,False,False,2.43,0.887891,True,False,False,False,True,False,False,False,False
Anthea & Concordia - 254/217,Anthea & Concordia,,254/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,True,1.22,0.198851,False,False,False,False,True,False,False,False,False
Black Belt's Training,Black Belt,,255/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,1.47,0.385262,False,False,False,False,True,False,False,False,False
Boss's Orders [Corbeau] - 256/217,Corbeau,,256/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,11.07,2.404239,False,False,False,False,True,False,False,False,False
Canari - 257/217,Canari,,257/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,True,4.41,1.483875,False,False,False,False,True,False,False,False,False
Cheren,Cheren,,258/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,0.73,-0.314711,False,False,False,False,True,False,False,False,False
Counter Gain - 259/217,,,259/217,Ascended Heroes,Mega Evolution,trainer,Tool,,Ultra Rare,Holofoil,none,False,False,False,False,False,0.61,-0.494296,False,False,False,False,True,False,False,False,False
Glass Trumpet - 260/217,,,260/217,Ascended Heroes,Mega Evolution,trainer,Item,,Ultra Rare,Holofoil,none,False,False,False,False,False,0.83,-0.18633,False,False,False,False,True,False,False,False,False
Jamming Tower,,,261/217,Ascended Heroes,Mega Evolution,trainer,Stadium,,Ultra Rare,Holofoil,none,False,False,False,False,False,1.27,0.239017,False,False,False,False,True,False,False,False,False
N's PP Up - 262/217,,,262/217,Ascended Heroes,Mega Evolution,trainer,Item,,Ultra Rare,Holofoil,none,False,False,False,False,False,3.24,1.175573,False,False,False,False,True,False,False,False,False
Team Rocket's Transceiver - 263/217,,,263/217,Ascended Heroes,Mega Evolution,trainer,Item,,Ultra Rare,Holofoil,none,False,False,False,False,False,2.5,0.916291,False,False,False,False,True,False,False,False,False
Ultra Ball - 264/217,,,264/217,Ascended Heroes,Mega Evolution,trainer,Item,,Ultra Rare,Holofoil,none,False,False,False,False,False,9.31,2.231089,False,False,False,False,True,False,False,False,False
Mega Froslass ex - 265/217,Froslass,gen4,265/217,Ascended Heroes,Mega Evolution,pokemon,Water,Stage 1,Mega Attack Rare,Holofoil,none,False,False,False,False,False,17.61,2.868467,True,False,False,False,True,False,False,False,False
Mega Eelektross ex - 266/217,Eelektross,gen5,266/217,Ascended Heroes,Mega Evolution,pokemon,Lightning,Stage 2,Mega Attack Rare,Holofoil,none,False,False,False,False,False,6.16,1.818077,True,False,False,False,True,False,False,False,False
Mega Diancie ex - 267/217,Diancie,gen6,267/217,Ascended Heroes,Mega Evolution,pokemon,Psychic,Basic,Mega Attack Rare,Holofoil,none,False,True,False,False,False,11.34,2.428336,True,False,False,False,True,False,False,False,False
Mega Hawlucha ex - 268/217,Hawlucha,gen6,268/217,Ascended Heroes,Mega Evolution,pokemon,Fighting,Basic,Mega Attack Rare,Holofoil,none,False,False,False,False,False,9.19,2.218116,True,False,False,False,True,False,False,False,False
Mega Gengar ex - 269/217,Gengar,gen1,269/217,Ascended Heroes,Mega Evolution,pokemon,Darkness,Stage 2,Mega Attack Rare,Holofoil,none,False,False,False,False,False,95.68,4.561009,True,False,False,False,True,False,False,False,False
Mega Scrafty ex - 270/217,Scrafty,gen5,270/217,Ascended Heroes,Mega Evolution,pokemon,Darkness,Stage 1,Mega Attack Rare,Holofoil,none,False,False,False,False,False,6.73,1.906575,True,False,False,False,True,False,False,False,False
Mega Dragonite ex - 271/217,Dragonite,gen1,271/217,Ascended Heroes,Mega Evolution,pokemon,Dragon,Stage 2,Mega Attack Rare,Holofoil,none,False,False,False,False,False,60.91,4.109397,True,False,False,False,True,False,False,False,False
Mega Meganium ex - 272/217,Meganium,gen2,272/217,Ascended Heroes,Mega Evolution,pokemon,Grass,Stage 2,Special Illustration Rare,Holofoil,none,False,False,True,False,False,95.57,4.559859,True,False,False,False,True,False,False,False,False
Mega Emboar ex - 273/217,Emboar,gen5,273/217,Ascended Heroes,Mega Evolution,pokemon,Fire,Stage 2,Special Illustration Rare,Holofoil,none,False,False,True,False,False,76.2,4.333361,True,False,False,False,True,False,False,False,False
Mega Feraligatr ex - 274/217,Feraligatr,gen2,274/217,Ascended Heroes,Mega Evolution,pokemon,Water,Stage 2,Special Illustration Rare,Holofoil,none,False,False,True,False,False,157.53,5.059616,True,False,False,False,True,False,False,False,False
Mega Froslass ex - 275/217,Froslass,gen4,275/217,Ascended Heroes,Mega Evolution,pokemon,Water,Stage 1,Special Illustration Rare,Holofoil,none,False,False,False,False,False,109.7,4.697749,True,False,False,False,True,False,False,False,False
Pikachu ex - 276/217,Pikachu,gen1,276/217,Ascended Heroes,Mega Evolution,pokemon,Lightning,Basic,Special Illustration Rare,Holofoil,none,False,False,False,False,False,1177.77,7.071378,True,False,False,False,True,False,False,False,False
Pikachu ex - 277/217,Pikachu,gen1,277/217,Ascended Heroes,Mega Evolution,pokemon,Lightning,Basic,Special Illustration Rare,Holofoil,none,False,False,False,False,False,485.92,6.186044,True,False,False,False,True,False,False,False,True
Mega Eelektross ex - 278/217,Eelektross,gen5,278/217,Ascended Heroes,Mega Evolution,pokemon,Lightning,Stage 2,Special Illustration Rare,Holofoil,none,False,False,False,False,False,45.88,3.826029,True,False,False,False,True,False,False,False,False
Iono's Bellibolt ex - 279/217,Bellibolt,gen9,279/217,Ascended Heroes,Mega Evolution,pokemon,Lightning,Stage 1,Special Illustration Rare,Holofoil,none,False,False,False,False,False,71.08,4.263806,True,False,False,False,True,True,False,False,False
Lillie's Clefairy ex - 280/217,Clefairy,gen1,280/217,Ascended Heroes,Mega Evolution,pokemon,Psychic,Basic,Special Illustration Rare,Holofoil,none,False,False,False,False,False,190.34,5.248812,True,False,False,False,True,True,False,False,False
Team Rocket's Mewtwo ex - 281/217,Mewtwo,gen1,281/217,Ascended Heroes,Mega Evolution,pokemon,Psychic,Basic,Special Illustration Rare,Holofoil,none,True,False,False,False,False,485.56,6.185303,True,False,False,False,True,True,False,False,False
Mega Diancie ex - 282/217,Diancie,gen6,282/217,Ascended Heroes,Mega Evolution,pokemon,Psychic,Basic,Special Illustration Rare,Holofoil,none,False,True,False,False,False,70.63,4.257455,True,False,False,False,True,False,False,False,False
Mega Hawlucha ex - 283/217,Hawlucha,gen6,283/217,Ascended Heroes,Mega Evolution,pokemon,Fighting,Basic,Special Illustration Rare,Holofoil,none,False,False,False,False,False,71.51,4.269837,True,False,False,False,True,False,False,False,False
Mega Gengar ex - 284/217,Gengar,gen1,284/217,Ascended Heroes,Mega Evolution,pokemon,Darkness,Stage 2,Special Illustration Rare,Holofoil,none,False,False,False,False,False,1245.6,7.127373,True,False,False,False,True,False,False,False,False
Mega Scrafty ex - 285/217,Scrafty,gen5,285/217,Ascended Heroes,Mega Evolution,pokemon,Darkness,Stage 1,Special Illustration Rare,Holofoil,none,False,False,False,False,False,74.07,4.305011,True,False,False,False,True,False,False,False,False
N's Zoroark ex - 286/217,Zoroark,gen5,286/217,Ascended Heroes,Mega Evolution,pokemon,Darkness,Stage 1,Special Illustration Rare,Holofoil,none,False,False,False,False,False,193.56,5.265588,True,False,False,False,True,True,False,False,False
Marnie's Grimmsnarl ex,Grimmsnarl,gen8,287/217,Ascended Heroes,Mega Evolution,pokemon,Darkness,Stage 2,Special Illustration Rare,Holofoil,none,False,False,False,False,False,87,4.465908,True,False,False,False,True,True,False,False,False
Fezandipiti ex - 288/217,Fezandipiti,gen9,288/217,Ascended Heroes,Mega Evolution,pokemon,Darkness,Basic,Special Illustration Rare,Holofoil,none,True,False,False,False,False,78.47,4.362716,True,False,False,False,True,False,False,False,False
Steven's Metagross ex,Metagross,gen3,289/217,Ascended Heroes,Mega Evolution,pokemon,Metal,Stage 2,Special Illustration Rare,Holofoil,none,False,False,False,False,False,103.25,4.637153,True,False,False,False,True,True,False,False,False
Mega Dragonite ex - 290/217,Dragonite,gen1,290/217,Ascended Heroes,Mega Evolution,pokemon,Dragon,Stage 2,Special Illustration Rare,Holofoil,none,False,False,False,False,False,829.56,6.720895,True,False,False,False,True,False,False,False,False
Canari - 291/217,Canari,,291/217,Ascended Heroes,Mega Evolution,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,True,49.64,3.904797,False,False,False,False,True,False,False,False,False
