setName,pricechartingTitle,pricechartingCardName,pricechartingCardNumber,pricechartingVariant,pricechartingUrl
Hidden Legends,Dodrio #33,Dodrio,33,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/dodrio-33
Hidden Legends,Huntail #19,Huntail,19,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/huntail-19
Hidden Legends,Tropius #27,Tropius,27,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/tropius-27
Hidden Legends,Spheal [Reverse Holo] #74,Spheal,74,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/spheal-reverse-holo-74
Hidden Legends,Zubat #83,Zubat,83,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/zubat-83
Hidden Legends,Glalie [Reverse Holo] #34,Glalie,34,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/glalie-reverse-holo-34
Hidden Legends,Medicham #42,Medicham,42,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/medicham-42
Hidden Legends,Shuppet #72,Shuppet,72,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/shuppet-72
Hidden Legends,Corsola #32,Corsola,32,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/corsola-32
Hidden Legends,Gorebyss #18,Gorebyss,18,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/gorebyss-18
Hidden Legends,Loudred [Reverse Holo] #39,Loudred,39,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/loudred-reverse-holo-39
Hidden Legends,Lanturn [Reverse Holo] #38,Lanturn,38,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/lanturn-reverse-holo-38
Hidden Legends,Voltorb [Reverse Holo] #80,Voltorb,80,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/voltorb-reverse-holo-80
Hidden Legends,Gorebyss [Reverse Holo] #18,Gorebyss,18,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/gorebyss-reverse-holo-18
Hidden Legends,Masquerain #20,Masquerain,20,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/masquerain-20
Hidden Legends,Relicanth #24,Relicanth,24,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/relicanth-24
Hidden Legends,Nuzleaf [Reverse Holo] #45,Nuzleaf,45,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/nuzleaf-reverse-holo-45
Hidden Legends,Chimecho #17,Chimecho,17,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/chimecho-17
Hidden Legends,Metang #44,Metang,44,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/metang-44
Hidden Legends,Masquerain [Reverse Holo] #20,Masquerain,20,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/masquerain-reverse-holo-20
Hidden Legends,Corsola [Reverse Holo] #32,Corsola,32,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/corsola-reverse-holo-32
Hidden Legends,Chinchou #57,Chinchou,57,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/chinchou-57
Hidden Legends,Chinchou [Reverse Holo] #57,Chinchou,57,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/chinchou-reverse-holo-57
Hidden Legends,Whismur [Reverse Holo] #82,Whismur,82,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/whismur-reverse-holo-82
Hidden Legends,Island Cave #89,Island Cave,89,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/island-cave-89
Hidden Legends,Claydol [Reverse Holo] #2,Claydol,2,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/claydol-reverse-holo-2
Hidden Legends,Chimecho [Reverse Holo] #17,Chimecho,17,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/chimecho-reverse-holo-17
Hidden Legends,Metang #21,Metang,21,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/metang-21
Hidden Legends,Zubat [Reverse Holo] #83,Zubat,83,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/zubat-reverse-holo-83
Hidden Legends,Spinda #48,Spinda,48,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/spinda-48
Hidden Legends,Chinchou #56,Chinchou,56,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/chinchou-56
Hidden Legends,Tropius [Reverse Holo] #27,Tropius,27,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/tropius-reverse-holo-27
Hidden Legends,Swalot [Reverse Holo] #50,Swalot,50,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/swalot-reverse-holo-50
Hidden Legends,Machop [Reverse Holo] #64,Machop,64,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/machop-reverse-holo-64
Hidden Legends,Beldum [Reverse Holo] #29,Beldum,29,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/beldum-reverse-holo-29
Hidden Legends,Luvdisc #40,Luvdisc,40,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/luvdisc-40
Hidden Legends,Spinda [Reverse Holo] #48,Spinda,48,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/spinda-reverse-holo-48
Hidden Legends,Snow-cloud Castform [Reverse Holo] #25,Snow-cloud Castform,25,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/snow-cloud-castform-reverse-holo-25
Hidden Legends,Tentacruel [Reverse Holo] #51,Tentacruel,51,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/tentacruel-reverse-holo-51
Hidden Legends,Vulpix [Holo] #81,Vulpix,81,Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/vulpix-holo-81
Hidden Legends,Island Cave [Reverse Holo] #89,Island Cave,89,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/island-cave-reverse-holo-89
Hidden Legends,Beldum [Reverse Holo] #28,Beldum,28,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/beldum-reverse-holo-28
Hidden Legends,Seedot #71,Seedot,71,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/seedot-71
Hidden Legends,Ancient Tomb [Reverse Holo] #87,Ancient Tomb,87,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/ancient-tomb-reverse-holo-87
Hidden Legends,Nuzleaf #45,Nuzleaf,45,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/nuzleaf-45
Hidden Legends,Baltoy #53,Baltoy,53,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/baltoy-53
Hidden Legends,Snorunt #73,Snorunt,73,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/snorunt-73
Hidden Legends,Tentacool [Reverse Holo] #77,Tentacool,77,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/tentacool-reverse-holo-77
Hidden Legends,Metang [Reverse Holo] #21,Metang,21,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/metang-reverse-holo-21
Hidden Legends,Beldum #29,Beldum,29,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/beldum-29
Hidden Legends,Machoke #41,Machoke,41,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/machoke-41
Hidden Legends,Shuppet [Reverse Holo] #72,Shuppet,72,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/shuppet-reverse-holo-72
Hidden Legends,Ancient Technical Machine [Rock] #85,Ancient Technical Machine [Rock],85,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/ancient-technical-machine-rock-85
Hidden Legends,Ancient Technical Machine [Steel] #86,Ancient Technical Machine [Steel],86,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/ancient-technical-machine-steel-86
Hidden Legends,Magnetic Storm [Reverse Holo] #91,Magnetic Storm,91,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/magnetic-storm-reverse-holo-91
Hidden Legends,Luvdisc [Reverse Holo] #40,Luvdisc,40,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/luvdisc-reverse-holo-40
Hidden Legends,Sealeo #47,Sealeo,47,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/sealeo-47
Hidden Legends,Huntail [Reverse Holo] #19,Huntail,19,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/huntail-reverse-holo-19
Hidden Legends,Meditite #66,Meditite,66,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/meditite-66
Hidden Legends,Ancient Technical Machine [Ice] #84,Ancient Technical Machine [Ice],84,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/ancient-technical-machine-ice-84
Hidden Legends,Machoke [State Championships] #41,Machoke [State Championships],41,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/machoke-state-championships-41
Hidden Legends,Beldum [Reverse Holo] #54,Beldum,54,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/beldum-reverse-holo-54
Hidden Legends,Clamperl [Reverse Holo] #58,Clamperl,58,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/clamperl-reverse-holo-58
Hidden Legends,Gulpin [Reverse Holo] #62,Gulpin,62,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/gulpin-reverse-holo-62
Hidden Legends,Meditite [Reverse Holo] #65,Meditite,65,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/meditite-reverse-holo-65
Hidden Legends,Seedot [Reverse Holo] #71,Seedot,71,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/seedot-reverse-holo-71
Hidden Legends,Desert Ruins [Reverse Holo] #88,Desert Ruins,88,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/desert-ruins-reverse-holo-88
Hidden Legends,Relicanth [Reverse Holo] #24,Relicanth,24,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/relicanth-reverse-holo-24
Hidden Legends,Beldum #28,Beldum,28,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/beldum-28
Hidden Legends,Claydol #31,Claydol,31,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/claydol-31
Hidden Legends,Claydol [Reverse Holo] #31,Claydol,31,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/claydol-reverse-holo-31
Hidden Legends,Dodrio [Reverse Holo] #33,Dodrio,33,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/dodrio-reverse-holo-33
Hidden Legends,Metang [Reverse Holo] #43,Metang,43,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/metang-reverse-holo-43
Hidden Legends,Rhyhorn [Reverse Holo] #70,Rhyhorn,70,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/rhyhorn-reverse-holo-70
Hidden Legends,Life Herb [Reverse Holo] #90,Life Herb,90,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/life-herb-reverse-holo-90
Hidden Legends,Beldum [Gym Challenge] #29,Beldum [Gym Challenge],29,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/beldum-gym-challenge-29
Hidden Legends,Medicham [Reverse Holo] #42,Medicham,42,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/medicham-reverse-holo-42
Hidden Legends,Baltoy #52,Baltoy,52,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/baltoy-52
Hidden Legends,Baltoy [Reverse Holo] #53,Baltoy,53,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/baltoy-reverse-holo-53
Hidden Legends,Machop [City Championships] #64,Machop [City Championships],64,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/machop-city-championships-64
Hidden Legends,Meditite [Reverse Holo] #66,Meditite,66,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/meditite-reverse-holo-66
Hidden Legends,Surskit [Reverse Holo] #76,Surskit,76,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/surskit-reverse-holo-76
Hidden Legends,Ancient Technical Machine [Rock] [Reverse Holo] #85,Ancient Technical Machine [Rock],85,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/ancient-technical-machine-rock-reverse-holo-85
Hidden Legends,Ancient Tomb #87,Ancient Tomb,87,Normal,https://www.pricecharting.com/game/pokemon-hidden-legends/ancient-tomb-87
Hidden Legends,Igglybuff [Reverse Holo] #37,Igglybuff,37,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/igglybuff-reverse-holo-37
Hidden Legends,Doduo [Reverse Holo] #60,Doduo,60,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/doduo-reverse-holo-60
Hidden Legends,Snorunt [Reverse Holo] #73,Snorunt,73,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/snorunt-reverse-holo-73
Hidden Legends,Ancient Technical Machine [Ice] [Reverse Holo] #84,Ancient Technical Machine [Ice],84,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/ancient-technical-machine-ice-reverse-holo-84
Hidden Legends,Ancient Tomb [Holo] #87,Ancient Tomb,87,Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/ancient-tomb-holo-87
Hidden Legends,Ancient Technical Machine [Steel] [Reverse Holo] #86,Ancient Technical Machine [Steel],86,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/ancient-technical-machine-steel-reverse-holo-86
Hidden Legends,Baltoy [Reverse Holo] #52,Baltoy,52,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/baltoy-reverse-holo-52
Hidden Legends,Chinchou [Reverse Holo] #56,Chinchou,56,Reverse Holo,https://www.pricecharting.com/game/pokemon-hidden-legends/chinchou-reverse-holo-56
Delta Species,Ditto (Pikachu) #63,Ditto (Pikachu),63,Normal,https://www.pricecharting.com/game/pokemon-delta-species/ditto-pikachu-63
Delta Species,Groudon [Gold Star] #111,Groudon [Gold Star],111,Normal,https://www.pricecharting.com/game/pokemon-delta-species/groudon-gold-star-111
Delta Species,Kyogre [Gold Star] #112,Kyogre [Gold Star],112,Normal,https://www.pricecharting.com/game/pokemon-delta-species/kyogre-gold-star-112
Delta Species,Metagross [Gold Star] #113,Metagross [Gold Star],113,Normal,https://www.pricecharting.com/game/pokemon-delta-species/metagross-gold-star-113
Delta Species,Mewtwo #12,Mewtwo,12,Normal,https://www.pricecharting.com/game/pokemon-delta-species/mewtwo-12
Delta Species,Rayquaza #13,Rayquaza,13,Normal,https://www.pricecharting.com/game/pokemon-delta-species/rayquaza-13
Delta Species,Ditto Charmander #61,Ditto Charmander,61,Normal,https://www.pricecharting.com/game/pokemon-delta-species/ditto-charmander-61
Delta Species,Umbreon #17,Umbreon,17,Normal,https://www.pricecharting.com/game/pokemon-delta-species/umbreon-17
Delta Species,Ditto (Squirtle) #64,Ditto (Squirtle),64,Normal,https://www.pricecharting.com/game/pokemon-delta-species/ditto-squirtle-64
Delta Species,Dragonite #3,Dragonite,3,Normal,https://www.pricecharting.com/game/pokemon-delta-species/dragonite-3
Delta Species,Umbreon [Reverse Holo] #17,Umbreon,17,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/umbreon-reverse-holo-17
Delta Species,Rayquaza [Reverse Holo] #13,Rayquaza,13,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/rayquaza-reverse-holo-13
Delta Species,Ditto (Bulbasaur) #36,Ditto (Bulbasaur),36,Normal,https://www.pricecharting.com/game/pokemon-delta-species/ditto-bulbasaur-36
Delta Species,Mewtwo [Reverse Holo] #12,Mewtwo,12,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/mewtwo-reverse-holo-12
Delta Species,Espeon #4,Espeon,4,Normal,https://www.pricecharting.com/game/pokemon-delta-species/espeon-4
Delta Species,Ditto (Geodude) #62,Ditto (Geodude),62,Normal,https://www.pricecharting.com/game/pokemon-delta-species/ditto-geodude-62
Delta Species,Salamence #14,Salamence,14,Normal,https://www.pricecharting.com/game/pokemon-delta-species/salamence-14
Delta Species,Latias #8,Latias,8,Normal,https://www.pricecharting.com/game/pokemon-delta-species/latias-8
Delta Species,Dragonite [Reverse Holo] #3,Dragonite,3,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/dragonite-reverse-holo-3
Delta Species,Latios #9,Latios,9,Normal,https://www.pricecharting.com/game/pokemon-delta-species/latios-9
Delta Species,Ditto (Pikachu) #39,Ditto (Pikachu),39,Normal,https://www.pricecharting.com/game/pokemon-delta-species/ditto-pikachu-39
Delta Species,Ditto #35,Ditto,35,Normal,https://www.pricecharting.com/game/pokemon-delta-species/ditto-35
Delta Species,Tyranitar #16,Tyranitar,16,Normal,https://www.pricecharting.com/game/pokemon-delta-species/tyranitar-16
Delta Species,Ditto (Pikachu) [Reverse Holo] #39,Ditto (Pikachu),39,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/ditto-pikachu-reverse-holo-39
Delta Species,Ditto (Charmander) #37,Ditto (Charmander),37,Normal,https://www.pricecharting.com/game/pokemon-delta-species/ditto-charmander-37
Delta Species,Flareon #5,Flareon,5,Normal,https://www.pricecharting.com/game/pokemon-delta-species/flareon-5
Delta Species,Ditto (Squirtle) #40,Ditto (Squirtle),40,Normal,https://www.pricecharting.com/game/pokemon-delta-species/ditto-squirtle-40
Delta Species,Ditto (Mr. Mime) #38,Ditto (Mr. Mime),38,Normal,https://www.pricecharting.com/game/pokemon-delta-species/ditto-mr-mime-38
Delta Species,Jolteon #7,Jolteon,7,Normal,https://www.pricecharting.com/game/pokemon-delta-species/jolteon-7
Delta Species,Espeon [Reverse Holo] #4,Espeon,4,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/espeon-reverse-holo-4
Delta Species,Ditto (Pikachu) [Reverse Holo] #63,Ditto (Pikachu),63,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/ditto-pikachu-reverse-holo-63
Delta Species,Flareon EX #108,Flareon EX,108,Normal,https://www.pricecharting.com/game/pokemon-delta-species/flareon-ex-108
Delta Species,Ditto [Games Expo] #64,Ditto [Games Expo],64,Normal,https://www.pricecharting.com/game/pokemon-delta-species/ditto-games-expo-64
Delta Species,Vaporeon #18,Vaporeon,18,Normal,https://www.pricecharting.com/game/pokemon-delta-species/vaporeon-18
Delta Species,Tyranitar [Reverse Holo] #16,Tyranitar,16,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/tyranitar-reverse-holo-16
Delta Species,Vaporeon EX #110,Vaporeon EX,110,Normal,https://www.pricecharting.com/game/pokemon-delta-species/vaporeon-ex-110
Delta Species,Jolteon EX #109,Jolteon EX,109,Normal,https://www.pricecharting.com/game/pokemon-delta-species/jolteon-ex-109
Delta Species,Crobat #2,Crobat,2,Normal,https://www.pricecharting.com/game/pokemon-delta-species/crobat-2
Delta Species,Ditto (Bulbasaur) [Reverse Holo] #36,Ditto (Bulbasaur),36,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/ditto-bulbasaur-reverse-holo-36
Delta Species,Ditto (Charmander) [Reverse Holo] #37,Ditto (Charmander),37,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/ditto-charmander-reverse-holo-37
Delta Species,Latios [Reverse Holo] #9,Latios,9,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/latios-reverse-holo-9
Delta Species,Ditto Charmander [Reverse Holo] #61,Ditto Charmander,61,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/ditto-charmander-reverse-holo-61
Delta Species,Jolteon [Reverse Holo] #7,Jolteon,7,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/jolteon-reverse-holo-7
Delta Species,Latias [Reverse Holo] #8,Latias,8,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/latias-reverse-holo-8
Delta Species,Ditto [Pikachu Comic Con] #63,Ditto [Pikachu Comic Con],63,Normal,https://www.pricecharting.com/game/pokemon-delta-species/ditto-pikachu-comic-con-63
Delta Species,Salamence [Reverse Holo] #14,Salamence,14,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/salamence-reverse-holo-14
Delta Species,Flareon [Reverse Holo] #5,Flareon,5,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/flareon-reverse-holo-5
Delta Species,Vaporeon [Reverse Holo] #18,Vaporeon,18,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/vaporeon-reverse-holo-18
Delta Species,Gardevoir #6,Gardevoir,6,Normal,https://www.pricecharting.com/game/pokemon-delta-species/gardevoir-6
Delta Species,Ditto (Squirtle) [Reverse Holo] #64,Ditto (Squirtle),64,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/ditto-squirtle-reverse-holo-64
Delta Species,Ditto [Reverse Holo] #35,Ditto,35,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/ditto-reverse-holo-35
Delta Species,Ditto (Squirtle) [Reverse Holo] #40,Ditto (Squirtle),40,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/ditto-squirtle-reverse-holo-40
Delta Species,Metagross #11,Metagross,11,Normal,https://www.pricecharting.com/game/pokemon-delta-species/metagross-11
Delta Species,Ditto (Geodude) [Reverse Holo] #62,Ditto (Geodude),62,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/ditto-geodude-reverse-holo-62
Delta Species,Eevee #68,Eevee,68,Normal,https://www.pricecharting.com/game/pokemon-delta-species/eevee-68
Delta Species,Gardevoir [Reverse Holo] #6,Gardevoir,6,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/gardevoir-reverse-holo-6
Delta Species,Ditto Charmander [Origins] #61,Ditto Charmander [Origins],61,Normal,https://www.pricecharting.com/game/pokemon-delta-species/ditto-charmander-origins-61
Delta Species,Crobat [Reverse Holo] #2,Crobat,2,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/crobat-reverse-holo-2
Delta Species,Metagross [Reverse Holo] #11,Metagross,11,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/metagross-reverse-holo-11
Delta Species,Starmie #15,Starmie,15,Normal,https://www.pricecharting.com/game/pokemon-delta-species/starmie-15
Delta Species,Dratini #65,Dratini,65,Normal,https://www.pricecharting.com/game/pokemon-delta-species/dratini-65
Delta Species,Ditto (Mr. Mime) [Reverse Holo] #38,Ditto (Mr. Mime),38,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/ditto-mr-mime-reverse-holo-38
Delta Species,Eevee [Reverse Holo] #68,Eevee,68,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/eevee-reverse-holo-68
Delta Species,Dragonair #41,Dragonair,41,Normal,https://www.pricecharting.com/game/pokemon-delta-species/dragonair-41
Delta Species,Dratini [Reverse Holo] #66,Dratini,66,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/dratini-reverse-holo-66
Delta Species,Eevee [Reverse Holo] #69,Eevee,69,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/eevee-reverse-holo-69
Delta Species,Marowak #10,Marowak,10,Normal,https://www.pricecharting.com/game/pokemon-delta-species/marowak-10
Delta Species,Beedrill #1,Beedrill,1,Normal,https://www.pricecharting.com/game/pokemon-delta-species/beedrill-1
Delta Species,Larvitar [Reverse Holo] #73,Larvitar,73,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/larvitar-reverse-holo-73
Delta Species,Dragonair [Reverse Holo] #41,Dragonair,41,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/dragonair-reverse-holo-41
Delta Species,Meowth [Reverse Holo] #77,Meowth,77,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/meowth-reverse-holo-77
Delta Species,Starmie [Reverse Holo] #15,Starmie,15,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/starmie-reverse-holo-15
Delta Species,Slowking [Reverse Holo] #28,Slowking,28,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/slowking-reverse-holo-28
Delta Species,Eevee #69,Eevee,69,Normal,https://www.pricecharting.com/game/pokemon-delta-species/eevee-69
Delta Species,Dratini #66,Dratini,66,Normal,https://www.pricecharting.com/game/pokemon-delta-species/dratini-66
Delta Species,Meowth #77,Meowth,77,Normal,https://www.pricecharting.com/game/pokemon-delta-species/meowth-77
Delta Species,Larvitar #73,Larvitar,73,Normal,https://www.pricecharting.com/game/pokemon-delta-species/larvitar-73
Delta Species,Beedrill [Reverse Holo] #1,Beedrill,1,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/beedrill-reverse-holo-1
Delta Species,Cubone [Reverse Holo] #60,Cubone,60,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/cubone-reverse-holo-60
Delta Species,Marowak [Reverse Holo] #10,Marowak,10,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/marowak-reverse-holo-10
Delta Species,Mightyena [Reverse Holo] #24,Mightyena,24,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/mightyena-reverse-holo-24
Delta Species,Ralts [Reverse Holo] #81,Ralts,81,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/ralts-reverse-holo-81
Delta Species,Dragonair [Reverse Holo] #42,Dragonair,42,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/dragonair-reverse-holo-42
Delta Species,Azumarill #114,Azumarill,114,Normal,https://www.pricecharting.com/game/pokemon-delta-species/azumarill-114
Delta Species,Holon's Voltorb #71,Holon's Voltorb,71,Normal,https://www.pricecharting.com/game/pokemon-delta-species/holon%27s-voltorb-71
Delta Species,Azumarill [Reverse Holo] #19,Azumarill,19,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/azumarill-reverse-holo-19
Delta Species,Sandslash [Reverse Holo] #27,Sandslash,27,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/sandslash-reverse-holo-27
Delta Species,Starmie [Reverse Holo] #30,Starmie,30,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/starmie-reverse-holo-30
Delta Species,Dratini [Reverse Holo] #65,Dratini,65,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/dratini-reverse-holo-65
Delta Species,Larvitar [Donald Duck] #73,Larvitar [Donald Duck],73,Normal,https://www.pricecharting.com/game/pokemon-delta-species/larvitar-donald-duck-73
Delta Species,Holon's Magneton [Reverse Holo] #22,Holon's Magneton,22,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/holon%27s-magneton-reverse-holo-22
Delta Species,Ditto #37,Ditto,37,Normal,https://www.pricecharting.com/game/pokemon-delta-species/ditto-37
Delta Species,Holon's Magnemite [Reverse Holo] #70,Holon's Magnemite,70,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/holon%27s-magnemite-reverse-holo-70
Delta Species,Slowpoke [Reverse Holo] #83,Slowpoke,83,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/slowpoke-reverse-holo-83
Delta Species,Hypno [Reverse Holo] #23,Hypno,23,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/hypno-reverse-holo-23
Delta Species,Drowzee [Reverse Holo] #67,Drowzee,67,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/drowzee-reverse-holo-67
Delta Species,Holon's Magneton #22,Holon's Magneton,22,Normal,https://www.pricecharting.com/game/pokemon-delta-species/holon%27s-magneton-22
Delta Species,Porygon2 [Reverse Holo] #25,Porygon2,25,Reverse Holo,https://www.pricecharting.com/game/pokemon-delta-species/porygon2-reverse-holo-25
Delta Species,Cubone #60,Cubone,60,Normal,https://www.pricecharting.com/game/pokemon-delta-species/cubone-60
