setName,pricechartingTitle,pricechartingCardName,pricechartingCardNumber,pricechartingVariant,pricechartingUrl
Paldea Evolved,Tinkatuff #217,Tinkatuff,217,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/tinkatuff-217
Paldea Evolved,Paldean Tauros #218,Paldean Tauros,218,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/paldean-tauros-218
Paldea Evolved,Sudowoodo #219,Sudowoodo,219,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/sudowoodo-219
Paldea Evolved,Nacli #220,Nacli,220,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/nacli-220
Paldea Evolved,Paldean Wooper #221,Paldean Wooper,221,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/paldean-wooper-221
Paldea Evolved,Tyranitar #222,Tyranitar,222,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/tyranitar-222
Paldea Evolved,Grafaiai #223,Grafaiai,223,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/grafaiai-223
Paldea Evolved,Orthworm #224,Orthworm,224,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/orthworm-224
Paldea Evolved,Rookidee #225,Rookidee,225,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/rookidee-225
Paldea Evolved,Maushold #226,Maushold,226,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/maushold-226
Paldea Evolved,Flamigo #227,Flamigo,227,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/flamigo-227
Paldea Evolved,Farigiraf #228,Farigiraf,228,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/farigiraf-228
Paldea Evolved,Dudunsparce #229,Dudunsparce,229,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/dudunsparce-229
Paldea Evolved,Forretress ex #230,Forretress ex,230,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/forretress-ex-230
Paldea Evolved,Meowscarada ex #231,Meowscarada ex,231,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/meowscarada-ex-231
Paldea Evolved,Wo-Chien ex #232,Wo-Chien ex,232,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/wo-chien-ex-232
Paldea Evolved,Skeledirge ex #233,Skeledirge ex,233,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/skeledirge-ex-233
Paldea Evolved,Chi-Yu ex #234,Chi-Yu ex,234,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/chi-yu-ex-234
Paldea Evolved,Quaquaval ex #235,Quaquaval ex,235,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/quaquaval-ex-235
Paldea Evolved,Chien-Pao ex #236,Chien-Pao ex,236,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/chien-pao-ex-236
Paldea Evolved,Bellibolt ex #237,Bellibolt ex,237,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/bellibolt-ex-237
Paldea Evolved,Slowking ex #238,Slowking ex,238,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/slowking-ex-238
Paldea Evolved,Dedenne ex #239,Dedenne ex,239,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/dedenne-ex-239
Paldea Evolved,Tinkaton ex #240,Tinkaton ex,240,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/tinkaton-ex-240
Paldea Evolved,Lycanroc ex #241,Lycanroc ex,241,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/lycanroc-ex-241
Paldea Evolved,Annihilape ex #242,Annihilape ex,242,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/annihilape-ex-242
Paldea Evolved,Ting-Lu ex #243,Ting-Lu ex,243,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/ting-lu-ex-243
Paldea Evolved,Paldean Clodsire ex #244,Paldean Clodsire ex,244,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/paldean-clodsire-ex-244
Paldea Evolved,Copperajah ex #245,Copperajah ex,245,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/copperajah-ex-245
Paldea Evolved,Noivern ex #246,Noivern ex,246,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/noivern-ex-246
Paldea Evolved,Squawkabilly ex #247,Squawkabilly ex,247,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/squawkabilly-ex-247
Paldea Evolved,Boss's Orders #248,Boss's Orders,248,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/boss's-orders-248
Paldea Evolved,Clavell #249,Clavell,249,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/clavell-249
Paldea Evolved,Dendra #250,Dendra,250,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/dendra-250
Paldea Evolved,Falkner #251,Falkner,251,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/falkner-251
Paldea Evolved,Giacomo #252,Giacomo,252,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/giacomo-252
Paldea Evolved,Grusha #253,Grusha,253,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/grusha-253
Paldea Evolved,Iono #254,Iono,254,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/iono-254
Paldea Evolved,Saguaro #255,Saguaro,255,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/saguaro-255
Paldea Evolved,Meowscarada ex #256,Meowscarada ex,256,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/meowscarada-ex-256
Paldea Evolved,Wo-Chien ex #257,Wo-Chien ex,257,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/wo-chien-ex-257
Paldea Evolved,Skeledirge ex #258,Skeledirge ex,258,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/skeledirge-ex-258
Paldea Evolved,Chi-Yu ex #259,Chi-Yu ex,259,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/chi-yu-ex-259
Paldea Evolved,Quaquaval ex #260,Quaquaval ex,260,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/quaquaval-ex-260
Paldea Evolved,Chien-Pao ex #261,Chien-Pao ex,261,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/chien-pao-ex-261
Paldea Evolved,Tinkaton ex #262,Tinkaton ex,262,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/tinkaton-ex-262
Paldea Evolved,Ting-Lu ex #263,Ting-Lu ex,263,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/ting-lu-ex-263
Paldea Evolved,Squawkabilly ex #264,Squawkabilly ex,264,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/squawkabilly-ex-264
Paldea Evolved,Boss's Orders #265,Boss's Orders,265,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/boss's-orders-265
Paldea Evolved,Dendra #266,Dendra,266,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/dendra-266
Paldea Evolved,Giacomo #267,Giacomo,267,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/giacomo-267
Paldea Evolved,Grusha #268,Grusha,268,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/grusha-268
Paldea Evolved,Iono #269,Iono,269,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/iono-269
Paldea Evolved,Saguaro #270,Saguaro,270,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/saguaro-270
Paldea Evolved,Meowscarada ex #271,Meowscarada ex,271,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/meowscarada-ex-271
Paldea Evolved,Skeledirge ex #272,Skeledirge ex,272,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/skeledirge-ex-272
Paldea Evolved,Quaquaval ex #273,Quaquaval ex,273,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/quaquaval-ex-273
Paldea Evolved,Chien-Pao ex #274,Chien-Pao ex,274,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/chien-pao-ex-274
Paldea Evolved,Ting-Lu ex #275,Ting-Lu ex,275,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/ting-lu-ex-275
Paldea Evolved,Super Rod #276,Super Rod,276,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/super-rod-276
Paldea Evolved,Superior Energy Retrieval #277,Superior Energy Retrieval,277,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/superior-energy-retrieval-277
Paldea Evolved,Basic Grass Energy #278,Basic Grass Energy,278,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/basic-grass-energy-278
Paldea Evolved,Basic Water Energy #279,Basic Water Energy,279,Normal,https://www.pricecharting.com/game/pokemon-paldea-evolved/basic-water-energy-279
Obsidian Flames,Oddish #1,Oddish,1,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/oddish-1
Obsidian Flames,Oddish [Reverse Holo] #1,Oddish,1,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/oddish-reverse-holo-1
Obsidian Flames,Gloom #2,Gloom,2,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/gloom-2
Obsidian Flames,Gloom [Reverse Holo] #2,Gloom,2,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/gloom-reverse-holo-2
Obsidian Flames,Bellossom #3,Bellossom,3,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/bellossom-3
Obsidian Flames,Bellossom [Reverse Holo] #3,Bellossom,3,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/bellossom-reverse-holo-3
Obsidian Flames,Scyther #4,Scyther,4,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/scyther-4
Obsidian Flames,Scyther [Reverse Holo] #4,Scyther,4,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/scyther-reverse-holo-4
Obsidian Flames,Shuckle #5,Shuckle,5,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/shuckle-5
Obsidian Flames,Shuckle [Reverse Holo] #5,Shuckle,5,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/shuckle-reverse-holo-5
Obsidian Flames,Surskit #6,Surskit,6,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/surskit-6
Obsidian Flames,Surskit [Reverse Holo] #6,Surskit,6,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/surskit-reverse-holo-6
Obsidian Flames,Masquerain #7,Masquerain,7,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/masquerain-7
Obsidian Flames,Masquerain [Reverse Holo] #7,Masquerain,7,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/masquerain-reverse-holo-7
Obsidian Flames,Combee #8,Combee,8,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/combee-8
Obsidian Flames,Combee [Reverse Holo] #8,Combee,8,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/combee-reverse-holo-8
Obsidian Flames,Foongus #9,Foongus,9,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/foongus-9
Obsidian Flames,Foongus [Reverse Holo] #9,Foongus,9,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/foongus-reverse-holo-9
Obsidian Flames,Amoonguss #10,Amoonguss,10,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/amoonguss-10
Obsidian Flames,Amoonguss [Reverse Holo] #10,Amoonguss,10,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/amoonguss-reverse-holo-10
Obsidian Flames,Phantump #11,Phantump,11,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/phantump-11
Obsidian Flames,Phantump [Reverse Holo] #11,Phantump,11,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/phantump-reverse-holo-11
Obsidian Flames,Trevenant #12,Trevenant,12,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/trevenant-12
Obsidian Flames,Trevenant [Reverse Holo] #12,Trevenant,12,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/trevenant-reverse-holo-12
Obsidian Flames,Rowlet #13,Rowlet,13,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/rowlet-13
Obsidian Flames,Rowlet [Cosmos Holo] #13,Rowlet [Cosmos Holo],13,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/rowlet-cosmos-holo-13
Obsidian Flames,Rowlet [Reverse Holo] #13,Rowlet,13,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/rowlet-reverse-holo-13
Obsidian Flames,Darktrix [Cosmos Holo] #14,Darktrix [Cosmos Holo],14,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/darktrix-cosmos-holo-14
Obsidian Flames,Dartrix #14,Dartrix,14,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/dartrix-14
Obsidian Flames,Dartrix [Reverse Holo] #14,Dartrix,14,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/dartrix-reverse-holo-14
Obsidian Flames,Decidueye ex #15,Decidueye ex,15,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/decidueye-ex-15
Obsidian Flames,Decidueye ex [Jumbo] #15,Decidueye ex [Jumbo],15,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/decidueye-ex-jumbo-15
Obsidian Flames,Bounsweet #16,Bounsweet,16,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/bounsweet-16
Obsidian Flames,Bounsweet [Cosmos Holo] #16,Bounsweet [Cosmos Holo],16,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/bounsweet-cosmos-holo-16
Obsidian Flames,Bounsweet [Reverse Holo] #16,Bounsweet,16,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/bounsweet-reverse-holo-16
Obsidian Flames,Steenee #17,Steenee,17,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/steenee-17
Obsidian Flames,Steenee [Cosmos Holo] #17,Steenee [Cosmos Holo],17,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/steenee-cosmos-holo-17
Obsidian Flames,Steenee [Reverse Holo] #17,Steenee,17,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/steenee-reverse-holo-17
Obsidian Flames,Tsareena #18,Tsareena,18,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/tsareena-18
Obsidian Flames,Tsareena [Reverse Holo] #18,Tsareena,18,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/tsareena-reverse-holo-18
Obsidian Flames,Smoliv #19,Smoliv,19,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/smoliv-19
Obsidian Flames,Smoliv [Reverse Holo] #19,Smoliv,19,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/smoliv-reverse-holo-19
Obsidian Flames,Dolliv #20,Dolliv,20,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/dolliv-20
Obsidian Flames,Dolliv [Reverse Holo] #20,Dolliv,20,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/dolliv-reverse-holo-20
Obsidian Flames,Arboliva #21,Arboliva,21,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/arboliva-21
Obsidian Flames,Arboliva [Reverse Holo] #21,Arboliva,21,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/arboliva-reverse-holo-21
Obsidian Flames,Toedscruel Ex [Prize Pack] #22,Toedscruel Ex [Prize Pack],22,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/toedscruel-ex-prize-pack-22
Obsidian Flames,Toedscruel ex #22,Toedscruel ex,22,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/toedscruel-ex-22
Obsidian Flames,Capsakid #23,Capsakid,23,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/capsakid-23
Obsidian Flames,Capsakid [Reverse Holo] #23,Capsakid,23,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/capsakid-reverse-holo-23
Obsidian Flames,Capsakid #24,Capsakid,24,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/capsakid-24
Obsidian Flames,Capsakid [Reverse Holo] #24,Capsakid,24,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/capsakid-reverse-holo-24
Obsidian Flames,Scovillain #25,Scovillain,25,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/scovillain-25
Obsidian Flames,Scovillain [Cosmos Holo] #25,Scovillain [Cosmos Holo],25,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/scovillain-cosmos-holo-25
Obsidian Flames,Scovillain [Reverse Holo] #25,Scovillain,25,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/scovillain-reverse-holo-25
Obsidian Flames,Charmander #26,Charmander,26,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/charmander-26
Obsidian Flames,Charmander [Holo] #26,Charmander,26,Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/charmander-holo-26
Obsidian Flames,Charmander [Reverse Holo] #26,Charmander,26,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/charmander-reverse-holo-26
Obsidian Flames,Charmeleon #27,Charmeleon,27,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/charmeleon-27
Obsidian Flames,Charmeleon [Holo] #27,Charmeleon,27,Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/charmeleon-holo-27
Obsidian Flames,Charmeleon [Reverse Holo] #27,Charmeleon,27,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/charmeleon-reverse-holo-27
Obsidian Flames,Vulpix #28,Vulpix,28,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/vulpix-28
Obsidian Flames,Vulpix [Reverse Holo] #28,Vulpix,28,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/vulpix-reverse-holo-28
Obsidian Flames,Ninetales #29,Ninetales,29,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/ninetales-29
Obsidian Flames,Ninetales [Reverse Holo] #29,Ninetales,29,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/ninetales-reverse-holo-29
Obsidian Flames,Entei #30,Entei,30,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/entei-30
Obsidian Flames,Entei [Reverse Holo] #30,Entei,30,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/entei-reverse-holo-30
Obsidian Flames,Numel #31,Numel,31,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/numel-31
Obsidian Flames,Numel [Reverse Holo] #31,Numel,31,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/numel-reverse-holo-31
Obsidian Flames,Camerupt #32,Camerupt,32,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/camerupt-32
Obsidian Flames,Camerupt [Reverse Holo] #32,Camerupt,32,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/camerupt-reverse-holo-32
Obsidian Flames,Victini ex #33,Victini ex,33,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/victini-ex-33
Obsidian Flames,Darumaka #34,Darumaka,34,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/darumaka-34
Obsidian Flames,Darumaka [Reverse Holo] #34,Darumaka,34,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/darumaka-reverse-holo-34
Obsidian Flames,Darmanitan #35,Darmanitan,35,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/darmanitan-35
Obsidian Flames,Darmanitan [Reverse Holo] #35,Darmanitan,35,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/darmanitan-reverse-holo-35
Obsidian Flames,Litwick #36,Litwick,36,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/litwick-36
Obsidian Flames,Litwick [Reverse Holo] #36,Litwick,36,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/litwick-reverse-holo-36
Obsidian Flames,Lampent #37,Lampent,37,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/lampent-37
Obsidian Flames,Lampent [Reverse Holo] #37,Lampent,37,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/lampent-reverse-holo-37
Obsidian Flames,Chandelure #38,Chandelure,38,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/chandelure-38
Obsidian Flames,Chandelure [Reverse Holo] #38,Chandelure,38,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/chandelure-reverse-holo-38
Obsidian Flames,Heatmor #39,Heatmor,39,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/heatmor-39
Obsidian Flames,Heatmor [Reverse Holo] #39,Heatmor,39,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/heatmor-reverse-holo-39
Obsidian Flames,Larvesta #40,Larvesta,40,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/larvesta-40
Obsidian Flames,Larvesta [Reverse Holo] #40,Larvesta,40,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/larvesta-reverse-holo-40
Obsidian Flames,Volcarona #41,Volcarona,41,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/volcarona-41
Obsidian Flames,Volcarona [Reverse Holo] #41,Volcarona,41,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/volcarona-reverse-holo-41
Obsidian Flames,Eiscue Ex [Snowflake Stamp] #42,Eiscue Ex [Snowflake Stamp],42,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/eiscue-ex-snowflake-stamp-42
Obsidian Flames,Eiscue ex #42,Eiscue ex,42,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/eiscue-ex-42
Obsidian Flames,Charcadet #43,Charcadet,43,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/charcadet-43
Obsidian Flames,Charcadet [Reverse Holo] #43,Charcadet,43,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/charcadet-reverse-holo-43
Obsidian Flames,Armarouge #44,Armarouge,44,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/armarouge-44
Obsidian Flames,Armarouge [Reverse Holo] #44,Armarouge,44,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/armarouge-reverse-holo-44
Obsidian Flames,Lapras #45,Lapras,45,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/lapras-45
Obsidian Flames,Lapras [Reverse Holo] #45,Lapras,45,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/lapras-reverse-holo-45
Obsidian Flames,Carvanha #46,Carvanha,46,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/carvanha-46
Obsidian Flames,Carvanha [Reverse Holo] #46,Carvanha,46,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/carvanha-reverse-holo-46
Obsidian Flames,Sharpedo #47,Sharpedo,47,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/sharpedo-47
Obsidian Flames,Sharpedo [Reverse Holo] #47,Sharpedo,47,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/sharpedo-reverse-holo-47
Obsidian Flames,Buizel #48,Buizel,48,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/buizel-48
Obsidian Flames,Buizel [Reverse Holo] #48,Buizel,48,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/buizel-reverse-holo-48
Obsidian Flames,Floatzel #49,Floatzel,49,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/floatzel-49
Obsidian Flames,Floatzel [Reverse Holo] #49,Floatzel,49,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/floatzel-reverse-holo-49
Obsidian Flames,Tympole #50,Tympole,50,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/tympole-50
Obsidian Flames,Tympole [Reverse Holo] #50,Tympole,50,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/tympole-reverse-holo-50
Obsidian Flames,Palpitoad #51,Palpitoad,51,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/palpitoad-51
Obsidian Flames,Palpitoad [Reverse Holo] #51,Palpitoad,51,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/palpitoad-reverse-holo-51
Obsidian Flames,Seismitoad #52,Seismitoad,52,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/seismitoad-52
Obsidian Flames,Seismitoad [Reverse Holo] #52,Seismitoad,52,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/seismitoad-reverse-holo-52
Obsidian Flames,Cubchoo #53,Cubchoo,53,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/cubchoo-53
Obsidian Flames,Cubchoo [Reverse Holo] #53,Cubchoo,53,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/cubchoo-reverse-holo-53
Obsidian Flames,Beartic #54,Beartic,54,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/beartic-54
Obsidian Flames,Beartic [Reverse Holo] #54,Beartic,54,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/beartic-reverse-holo-54
Obsidian Flames,Cryogonal #55,Cryogonal,55,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/cryogonal-55
Obsidian Flames,Cryogonal [Reverse Holo] #55,Cryogonal,55,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/cryogonal-reverse-holo-55
Obsidian Flames,Froakie #56,Froakie,56,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/froakie-56
Obsidian Flames,Froakie [Cosmos Holo] #56,Froakie [Cosmos Holo],56,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/froakie-cosmos-holo-56
Obsidian Flames,Froakie [Reverse Holo] #56,Froakie,56,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/froakie-reverse-holo-56
Obsidian Flames,Frogadier #57,Frogadier,57,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/frogadier-57
Obsidian Flames,Frogadier [Cosmos Holo] #57,Frogadier [Cosmos Holo],57,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/frogadier-cosmos-holo-57
Obsidian Flames,Frogadier [Reverse Holo] #57,Frogadier,57,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/frogadier-reverse-holo-57
Obsidian Flames,Wiglett #58,Wiglett,58,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/wiglett-58
Obsidian Flames,Wiglett [Reverse Holo] #58,Wiglett,58,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/wiglett-reverse-holo-58
Obsidian Flames,Wugtrio #59,Wugtrio,59,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/wugtrio-59
Obsidian Flames,Wugtrio [Reverse Holo] #59,Wugtrio,59,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/wugtrio-reverse-holo-59
Obsidian Flames,Finizen #60,Finizen,60,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/finizen-60
Obsidian Flames,Finizen [Reverse Holo] #60,Finizen,60,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/finizen-reverse-holo-60
Obsidian Flames,Finizen #61,Finizen,61,Normal,https://www.pricecharting.com/game/pokemon-obsidian-flames/finizen-61
Obsidian Flames,Finizen [Reverse Holo] #61,Finizen,61,Reverse Holo,https://www.pricecharting.com/game/pokemon-obsidian-flames/finizen-reverse-holo-61
