cardName,cleanName,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,marketPrice,patternType,tagName,isLegendary,isMythical,isStarter,isEeveelution,isMascot,isWaifuTrainer
Chi-Yu - 057 (Prerelease) [Staff],Chi Yu 057 Prerelease Staff,057,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fire,Basic,Promo,Holofoil,80.98,none,Chi Yu 057 Prerelease Staff,False,False,False,False,False,False
Iron Bundle - 058 (Prerelease) [Staff],Iron Bundle 058 Prerelease Staff,058,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Basic,Promo,Holofoil,28.86,none,Iron Bundle 058 Prerelease Staff,False,False,False,False,False,False
Xatu - 059 (Prerelease) [Staff],Xatu 059 Prerelease Staff,059,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Stage 1,Promo,Holofoil,19.9,none,Xatu 059 Prerelease Staff,False,False,False,False,False,False
Aegislash - 060 (Prerelease) [Staff],Aegislash 060 Prerelease Staff,060,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Metal,Stage 2,Promo,Holofoil,21.21,none,Aegislash 060 Prerelease Staff,False,False,False,False,False,False
Picnicker - 114,Picnicker 114,114,Scarlet & Violet Promos,Scarlet & Violet,trainer,Trainer - Supporter,,Promo,Normal,0.34,none,Picnicker 114,False,False,False,False,False,False
Thwackey - 115,Thwackey 115,115,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Grass,Stage 1,Promo,Holofoil,10.34,none,Thwackey 115,False,False,False,False,False,False
Infernape - 116,Infernape 116,116,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fire,Stage 2,Promo,Holofoil,4.19,none,Infernape 116,False,False,False,False,False,False
Froslass - 117,Froslass 117,117,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Stage 1,Promo,Holofoil,8.23,none,Froslass 117,False,False,False,False,False,False
Tatsugiri - 118,Tatsugiri 118,118,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Dragon,Basic,Promo,Holofoil,7.62,none,Tatsugiri 118,False,False,False,False,False,False
Teal Mask Ogerpon - 123,Teal Mask Ogerpon 123,123,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Grass,Basic,Promo,Holofoil,1.45,none,Teal Mask Ogerpon 123,False,False,False,False,False,False
Teal Mask Ogerpon - 123 (Pokemon Center Exclusive),Teal Mask Ogerpon 123 Pokemon Center Exclusive,123,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Grass,Basic,Promo,Holofoil,24.22,none,Teal Mask Ogerpon 123 Pokemon Center Exclusive,False,False,False,False,False,False
Sinistcha - 022/167 (Prerelease),Sinistcha 022 167 Prerelease,022/167,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Grass,Stage 1,Promo,Holofoil,2.24,none,Sinistcha 022 167 Prerelease,False,False,False,False,False,False
Pupitar - 120,Pupitar 120,120,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fighting,Stage 1,Promo,Holofoil,0.4,none,Pupitar 120,False,False,False,False,False,False
Toxel - 119,Toxel 119,119,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Basic,Promo,Holofoil,0.47,none,Toxel 119,False,False,False,False,False,False
Revavroom - 121,Revavroom 121,121,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Metal,Stage 1,Promo,Holofoil,0.62,none,Revavroom 121,False,False,False,False,False,False
Snorlax - 122,Snorlax 122,122,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Promo,Holofoil,7.16,none,Snorlax 122,False,False,False,False,False,False
Walking Wake ex - 127,Walking Wake ex 127,127,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Basic,Promo,Holofoil,0.6,none,Walking Wake ex 127,False,False,False,False,False,False
Iron Leaves ex - 128,Iron Leaves ex 128,128,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Grass,Basic,Promo,Holofoil,0.63,none,Iron Leaves ex 128,False,False,False,False,False,False
Palafin ex - 126,Palafin ex 126,126,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Stage 1,Promo,Holofoil,0.69,none,Palafin ex 126,False,False,False,False,False,False
Revavroom - 121 (Cosmos Holo),Revavroom 121 Cosmos Holo,121,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Metal,Stage 1,Promo,Holofoil,0.34,none,Revavroom 121 Cosmos Holo,False,False,False,False,False,False
Arctibax - 064 (Cosmos Holo),Arctibax 064 Cosmos Holo,064,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Stage 1,Promo,Holofoil,0.59,none,Arctibax 064 Cosmos Holo,False,False,False,False,False,False
Cetitan - 063 (Cosmos Holo),Cetitan 063 Cosmos Holo,063,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Stage 1,Promo,Holofoil,0.36,none,Cetitan 063 Cosmos Holo,False,False,False,False,False,False
Greninja ex - 132,Greninja ex 132,132,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Stage 2,Promo,Holofoil,105.47,none,Greninja ex 132,False,False,False,False,False,False
Kingdra ex - 131,Kingdra ex 131,131,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Stage 2,Promo,Holofoil,83.26,none,Kingdra ex 131,False,False,False,False,False,False
Pecharunt - 149,Pecharunt 149,149,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Darkness,Basic,Promo,Holofoil,0.66,none,Pecharunt 149,False,False,False,False,False,False
Kingambit - 130,Kingambit 130,130,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Metal,Stage 2,Promo,Holofoil,3.76,none,Kingambit 130,False,False,False,False,False,False
Pikachu - 190,Pikachu 190,190,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Basic,Promo,Normal,9.99,none,Pikachu 190,False,False,False,False,False,False
Thwackey - 115 (Prerelease) [Staff],Thwackey 115 Prerelease Staff,115,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Grass,Stage 1,Promo,Holofoil,24.67,none,Thwackey 115 Prerelease Staff,False,False,False,False,False,False
Infernape - 116 (Prerelease) [Staff],Infernape 116 Prerelease Staff,116,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fire,Stage 2,Promo,Holofoil,46.12,none,Infernape 116 Prerelease Staff,False,False,False,False,False,False
Froslass - 117 (Prerelease) [Staff],Froslass 117 Prerelease Staff,117,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Stage 1,Promo,Holofoil,36.61,none,Froslass 117 Prerelease Staff,False,False,False,False,False,False
Tatsugiri - 118 (Prerelease) [Staff],Tatsugiri 118 Prerelease Staff,118,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Dragon,Basic,Promo,Holofoil,55.82,none,Tatsugiri 118 Prerelease Staff,False,False,False,False,False,False
Pecharunt - 129,Pecharunt 129,129,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Darkness,Basic,Promo,Holofoil,1.56,none,Pecharunt 129,False,False,False,False,False,False
Pecharunt - 129 (Pokemon Center Exclusive),Pecharunt 129 Pokemon Center Exclusive,129,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Darkness,Basic,Promo,Holofoil,17.77,none,Pecharunt 129 Pokemon Center Exclusive,False,False,False,False,False,False
Ledian - 133,Ledian 133,133,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Grass,Stage 1,Promo,Holofoil,3.02,none,Ledian 133,False,False,False,False,False,False
Crabominable - 134,Crabominable 134,134/142,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Stage 1,Promo,Holofoil,2.46,none,Crabominable 134,False,False,False,False,False,False
Drifblim - 135,Drifblim 135,135,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Stage 1,Promo,Holofoil,3.41,none,Drifblim 135,False,False,False,False,False,False
Bouffalant - 136,Bouffalant 136,136,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Promo,Holofoil,4.67,none,Bouffalant 136,False,False,False,False,False,False
Paradise Resort - 150 (World Championships 2024),Paradise Resort 150 World Championships 2024,150,Scarlet & Violet Promos,Scarlet & Violet,trainer,Stadium,,Promo,Normal,570.98,none,Paradise Resort 150 World Championships 2024,False,False,False,False,False,False
Noctowl - 141,Noctowl 141,141,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Stage 1,Promo,Holofoil,3.98,none,Noctowl 141,False,False,False,False,False,False
Noctowl - 141 (Pokemon Center Exclusive),Noctowl 141 Pokemon Center Exclusive,141,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Stage 1,Promo,Holofoil,35.82,none,Noctowl 141 Pokemon Center Exclusive,False,False,False,False,False,False
Iron Crown ex - 146,Iron Crown ex 146,146,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Basic,Promo,Holofoil,0.62,none,Iron Crown ex 146,False,False,False,False,False,False
Gouging Fire ex - 144,Gouging Fire ex 144,144,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fire,Basic,Promo,Holofoil,0.75,none,Gouging Fire ex 144,False,False,False,False,False,False
Ledian - 133 (Prerelease) [Staff],Ledian 133 Prerelease Staff,133,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Grass,Stage 1,Promo,Reverse Holofoil,19.85,none,Ledian 133 Prerelease Staff,False,False,False,False,False,False
Crabominable - 134 (Prerelease) [Staff],Crabominable 134 Prerelease Staff,134/142,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Stage 1,Promo,Reverse Holofoil,16.97,none,Crabominable 134 Prerelease Staff,False,False,False,False,False,False
Drifblim - 135 (Prerelease) [Staff],Drifblim 135 Prerelease Staff,135,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Stage 1,Promo,Reverse Holofoil,16.97,none,Drifblim 135 Prerelease Staff,False,False,False,False,False,False
Bouffalant - 136 (Prerelease) [Staff],Bouffalant 136 Prerelease Staff,136,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Promo,Holofoil,18.0,none,Bouffalant 136 Prerelease Staff,False,False,False,False,False,False
Paradise Resort - 045 (World Championships 2023) [Staff],Paradise Resort 045 World Championships 2023 Staff,045,Scarlet & Violet Promos,Scarlet & Violet,trainer,Stadium,,Promo,Normal,696.52,none,Paradise Resort 045 World Championships 2023 Staff,False,False,False,False,False,False
Paradise Resort - 150 (World Championships 2024) [Staff],Paradise Resort 150 World Championships 2024 Staff,150,Scarlet & Violet Promos,Scarlet & Violet,trainer,Stadium,,Promo,Normal,433.51,none,Paradise Resort 150 World Championships 2024 Staff,False,False,False,False,False,False
Raging Bolt ex - 145,Raging Bolt ex 145,145,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Dragon,Basic,Promo,Holofoil,1.36,none,Raging Bolt ex 145,False,False,False,False,False,False
Iron Boulder ex - 147,Iron Boulder ex 147,147,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fighting,Basic,Promo,Holofoil,0.62,none,Iron Boulder ex 147,False,False,False,False,False,False
Tinkaton - 140 (Cosmo Holo),Tinkaton 140 Cosmo Holo,140,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Stage 2,Promo,Holofoil,1.22,none,Tinkaton 140 Cosmo Holo,False,False,False,False,False,False
Horsea - 137 (Cosmo Holo),Horsea 137 Cosmo Holo,137,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Basic,Promo,Holofoil,1.43,none,Horsea 137 Cosmo Holo,False,False,False,False,False,False
Latias - 139 (Cosmo Holo),Latias 139 Cosmo Holo,139,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Basic,Promo,Holofoil,2.42,none,Latias 139 Cosmo Holo,False,False,False,False,False,False
Victini ex - 142,Victini ex 142,142,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fire,Basic,Promo,Holofoil,4.74,none,Victini ex 142,False,False,False,False,False,False
Charizard ex - 161,Charizard ex 161,161,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fire,Stage 2,Promo,Holofoil,7.48,none,Charizard ex 161,False,False,False,False,False,False
Squawkabilly ex - 160,Squawkabilly ex 160,160,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Promo,Holofoil,0.83,none,Squawkabilly ex 160,False,False,False,False,False,False
Houndstone ex,Houndstone ex,162,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Stage 1,Promo,Holofoil,0.65,none,Houndstone ex,False,False,False,False,False,False
Miraidon ex - 143,Miraidon ex 143,143,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Basic,Promo,Holofoil,6.02,none,Miraidon ex 143,False,False,False,False,False,False
Miraidon - 148,Miraidon 148,148,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Basic,Promo,Holofoil,8.12,none,Miraidon 148,False,False,False,False,False,False
Gouging Fire - 151,Gouging Fire 151,151,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fire,Basic,Promo,Holofoil,5.64,none,Gouging Fire 151,False,False,False,False,False,False
Chien-Pao - 152,Chien Pao 152,152,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Basic,Promo,Holofoil,10.54,none,Chien Pao 152,False,False,False,False,False,False
Magneton - 153,Magneton 153,153,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Stage 1,Promo,Holofoil,5.58,none,Magneton 153,False,False,False,False,False,False
Magneton - 159,Magneton 159,159,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Stage 1,Promo,Holofoil,7.71,none,Magneton 159,False,False,False,False,False,False
Indeedee - 154,Indeedee 154,154,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Basic,Promo,Holofoil,2.91,none,Indeedee 154,False,False,False,False,False,False
Wooper - 155,Wooper 155,155,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Basic,Promo,Holofoil,5.77,none,Wooper 155,False,False,False,False,False,False
Quagsire - 156,Quagsire 156,156,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Stage 1,Promo,Holofoil,1.09,none,Quagsire 156,False,False,False,False,False,False
Zapdos - 157,Zapdos 157,157,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Basic,Promo,Holofoil,0.84,none,Zapdos 157,False,False,False,False,False,False
Pachirisu - 158,Pachirisu 158,158,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Basic,Promo,Holofoil,1.05,none,Pachirisu 158,False,False,False,False,False,False
Magneton - 159 (Pokémon Center Exclusive),Magneton 159 Pokemon Center Exclusive,159,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Stage 1,Promo,Holofoil,65.19,none,Magneton 159 Pokemon Center Exclusive,False,False,False,False,False,False
Sprigatito - 191,Sprigatito 191,191,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Grass,Basic,Promo,Holofoil,2.55,none,Sprigatito 191,False,False,False,False,False,False
Fuecoco - 192,Fuecoco 192,192,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fire,Basic,Promo,Holofoil,1.37,none,Fuecoco 192,False,False,False,False,False,False
Bloodmoon Ursaluna ex - 177,Bloodmoon Ursaluna ex 177,177,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Promo,Holofoil,1.29,none,Bloodmoon Ursaluna ex 177,False,False,False,False,False,False
Cinderace ex - 163,Cinderace ex 163,163,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fire,Stage 2,Promo,Holofoil,4.86,none,Cinderace ex 163,False,False,False,False,False,False
Lapras ex - 164,Lapras ex 164,164,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Basic,Promo,Holofoil,8.56,none,Lapras ex 164,False,False,False,False,False,False
Terapagos ex - 165,Terapagos ex 165,165,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Promo,Holofoil,4.52,none,Terapagos ex 165,False,False,False,False,False,False
Teal Mask Ogerpon ex - 166,Teal Mask Ogerpon ex 166,166,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Grass,Basic,Ultra Rare,Holofoil,5.48,none,Teal Mask Ogerpon ex 166,False,False,False,False,False,False
Gouging Fire - 151 (Staff),Gouging Fire 151 Staff,151,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fire,Basic,Promo,Holofoil,38.33,none,Gouging Fire 151 Staff,False,False,False,False,False,False
Chien-Pao - 152 (Staff),Chien Pao 152 Staff,152,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Basic,Promo,Holofoil,35.35,none,Chien Pao 152 Staff,False,False,False,False,False,False
Magneton - 153 (Staff),Magneton 153 Staff,153,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Stage 1,Promo,Holofoil,34.55,none,Magneton 153 Staff,False,False,False,False,False,False
Indeedee - 154 (Staff),Indeedee 154 Staff,154,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Basic,Promo,Holofoil,20.92,none,Indeedee 154 Staff,False,False,False,False,False,False
Pawmi - 040 (Cosmos Holo),Pawmi 040 Cosmos Holo,040,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Basic,Promo,Holofoil,0.37,none,Pawmi 040 Cosmos Holo,False,False,False,False,False,False
Eevee - 173 (Pokemon Center Exclusive),Eevee 173 Pokemon Center Exclusive,173,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Promo,Holofoil,94.07,none,Eevee 173 Pokemon Center Exclusive,False,False,False,False,False,False
Eevee - 173,Eevee 173,173,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Promo,Holofoil,15.3,none,Eevee 173,False,False,False,False,False,False
Flareon - 167 (Cosmos Holo),Flareon 167 Cosmos Holo,167,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fire,Stage 1,Promo,Holofoil,0.84,none,Flareon 167 Cosmos Holo,False,False,False,False,False,False
Vaporeon - 168 (Cosmos Holo),Vaporeon 168 Cosmos Holo,168,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Stage 1,Promo,Holofoil,0.93,none,Vaporeon 168 Cosmos Holo,False,False,False,False,False,False
Leafeon - 170 (Cosmos Holo),Leafeon 170 Cosmos Holo,170,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Grass,Stage 1,Promo,Holofoil,1.35,none,Leafeon 170 Cosmos Holo,False,False,False,False,False,False
Glaceon - 171 (Cosmos Holo),Glaceon 171 Cosmos Holo,171,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Stage 1,Promo,Holofoil,0.92,none,Glaceon 171 Cosmos Holo,False,False,False,False,False,False
Sylveon - 172 (Cosmos Holo),Sylveon 172 Cosmos Holo,172,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Stage 1,Promo,Holofoil,2.89,none,Sylveon 172 Cosmos Holo,False,False,False,False,False,False
Kyogre ex - 178,Kyogre ex 178,178,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Basic,Promo,Holofoil,1.65,none,Kyogre ex 178,False,False,False,False,False,False
Xerneas ex - 179,Xerneas ex 179,179,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Basic,Promo,Holofoil,0.71,none,Xerneas ex 179,False,False,False,False,False,False
Dialga ex - 180,Dialga ex 180,180,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Metal,Basic,Promo,Holofoil,0.74,none,Dialga ex 180,False,False,False,False,False,False
Feraligatr - 213 (Illustration Contest 2024),Feraligatr 213 Illustration Contest 2024,213,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Water,Stage 2,Promo,Normal,4.39,none,Feraligatr 213 Illustration Contest 2024,False,False,False,False,False,False
Pikachu - 214 (Illustration Contest 2024),Pikachu 214 Illustration Contest 2024,214,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Basic,Promo,Normal,15.42,none,Pikachu 214 Illustration Contest 2024,False,False,False,False,False,False
Toxtricity ex - 215 (Illustration Contest 2024),Toxtricity ex 215 Illustration Contest 2024,215,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Stage 1,Promo,Normal,0.86,none,Toxtricity ex 215 Illustration Contest 2024,False,False,False,False,False,False
N's Darmanitan - 181 (Prerelease),Ns Darmanitan 181 Prerelease,181,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fire,Stage 1,Promo,Holofoil,11.03,none,Ns Darmanitan 181 Prerelease,False,False,False,False,False,False
Iono's Kilowattrel - 182 (Prerelease),Ionos Kilowattrel 182 Prerelease,182,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Stage 1,Promo,Holofoil,4.63,none,Ionos Kilowattrel 182 Prerelease,False,False,False,False,False,False
Lillie's Ribombee - 183 (Prerelease),Lillies Ribombee 183 Prerelease,183,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Stage 1,Promo,Holofoil,5.36,none,Lillies Ribombee 183 Prerelease,False,False,False,False,False,False
Hop's Snorlax - 184 (Prerelease),Hops Snorlax 184 Prerelease,184,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Promo,Holofoil,14.31,none,Hops Snorlax 184 Prerelease,False,False,False,False,False,False
Lillie's Ribombee - 183 (Prerelease) [Staff],Lillies Ribombee 183 Prerelease Staff,183,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Stage 1,Promo,Holofoil,22.51,none,Lillies Ribombee 183 Prerelease Staff,False,False,False,False,False,False
Iono's Kilowattrel - 182 (Prerelease) [Staff],Ionos Kilowattrel 182 Prerelease Staff,182,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Stage 1,Promo,Holofoil,20.3,none,Ionos Kilowattrel 182 Prerelease Staff,False,False,False,False,False,False
N's Darmanitan - 181 (Prerelease) [Staff],Ns Darmanitan 181 Prerelease Staff,181,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fire,Stage 1,Promo,Holofoil,37.74,none,Ns Darmanitan 181 Prerelease Staff,False,False,False,False,False,False
Hop's Snorlax - 184 (Prerelease) [Staff],Hops Snorlax 184 Prerelease Staff,184,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Promo,Holofoil,118.09,none,Hops Snorlax 184 Prerelease Staff,False,False,False,False,False,False
Hop's Zacian ex - SVP193,Hops Zacian ex SVP193,SVP193,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Metal,Basic,Double Rare,Holofoil,0.77,none,Hops Zacian ex SVP193,False,False,False,False,False,False
Yanma - 185,Yanma 185,185,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Grass,Basic,Promo,Holofoil,0.37,none,Yanma 185,False,False,False,False,False,False
Scraggy - 186,Scraggy 186,186,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Darkness,Basic,Promo,Holofoil,0.61,none,Scraggy 186,False,False,False,False,False,False
Yanmega - 187 (Cosmos Holo),Yanmega 187 Cosmos Holo,187,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Grass,Stage 1,Promo,Holofoil,0.3,none,Yanmega 187 Cosmos Holo,False,False,False,False,False,False
Scrafty - 188 (Cosmos Holo),Scrafty 188 Cosmos Holo,188,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Darkness,Stage 1,Promo,Holofoil,0.28,none,Scrafty 188 Cosmos Holo,False,False,False,False,False,False
Lillie's Clefairy ex - 195,Lillies Clefairy ex 195,195,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Basic,Promo,Holofoil,13.16,none,Lillies Clefairy ex 195,False,False,False,False,False,False
Iono's Bellibolt ex - 194,Ionos Bellibolt ex 194,194,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Stage 1,Promo,Holofoil,2.34,none,Ionos Bellibolt ex 194,False,False,False,False,False,False
Eevee ex - 174,Eevee ex 174,174,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Promo,Holofoil,32.62,none,Eevee ex 174,False,False,False,False,False,False
Zacian ex - 198,Zacian ex 198,198,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Metal,Basic,Promo,Holofoil,0.65,none,Zacian ex 198,False,False,False,False,False,False
Koraidon ex - 197,Koraidon ex 197,197,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fighting,Basic,Promo,Holofoil,0.49,none,Koraidon ex 197,False,False,False,False,False,False
Marnie’s Morpeko,Marnies Morpeko,206,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Darkness,Basic,Holo Rare,Holofoil,41.44,none,Marnies Morpeko,False,False,False,False,False,False
Steven's Beldum - 207,Stevens Beldum 207,207,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Metal,Basic,Promo,Holofoil,34.21,none,Stevens Beldum 207,False,False,False,False,False,False
Team Rocket's Wobbuffet,Team Rockets Wobbuffet,203,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Basic,Promo,Holofoil,10.29,none,Team Rockets Wobbuffet,False,False,False,False,False,False
Team Rocket's Wobbuffet (Pokemon Center Exclusive),Team Rockets Wobbuffet Pokemon Center Exclusive,203,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Basic,Promo,Holofoil,98.81,none,Team Rockets Wobbuffet Pokemon Center Exclusive,False,False,False,False,False,False
Eevee - 200 (Cosmos Holo),Eevee 200 Cosmos Holo,SVP 200,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Promo,Holofoil,2.87,none,Eevee 200 Cosmos Holo,False,False,False,False,False,False
Kangaskhan - 202 (Cosmos Holo),Kangaskhan 202 Cosmos Holo,202,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Holo Rare,Holofoil,0.68,none,Kangaskhan 202 Cosmos Holo,False,False,False,False,False,False
Cynthia's Garchomp ex,Cynthias Garchomp ex,204,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Fighting,Stage 2,Promo,Holofoil,6.0,none,Cynthias Garchomp ex,False,False,False,False,False,False
Team Rocket's Mewtwo ex,Team Rockets Mewtwo ex,205,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Psychic,Basic,Promo,Holofoil,2.37,none,Team Rockets Mewtwo ex,False,False,False,False,False,False
Zarude - 199 (Cosmos Holo),Zarude 199 Cosmos Holo,199,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Grass,Basic,Holo Rare,Holofoil,0.26,none,Zarude 199 Cosmos Holo,False,False,False,False,False,False
Zebstrika - 201 (Cosmos Holo),Zebstrika 201 Cosmos Holo,201,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Stage 1,Holo Rare,Holofoil,0.55,none,Zebstrika 201 Cosmos Holo,False,False,False,False,False,False
Charizard ex -196,Charizard ex 196,196,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Darkness,Stage 2,Promo,Holofoil,4.13,none,Charizard ex 196,False,False,False,False,False,False
Thundurus - 209,Thundurus 209,209,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Basic,Promo,Holofoil,1.67,none,Thundurus 209,False,False,False,False,False,False
Thundurus - 209 (Pokemon Center Exclusive),Thundurus 209 Pokemon Center Exclusive,209,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Lightning,Basic,Promo,Holofoil,22.32,none,Thundurus 209 Pokemon Center Exclusive,False,False,False,False,False,False
Tornadus - 210,Tornadus 210,210,Scarlet & Violet Promos,Scarlet & Violet,pokemon,Colorless,Basic,Promo,Holofoil,1.36,none,Tornadus 210,False,False,False,False,False,False
