cardName,tagName,pokemonGeneration,cardNumber,setName,setEra,supertype,cardSubType,stage,cardRarity,finishType,patternType,isLegendary,isMythical,isStarter,isEeveelution,isWaifuTrainer,marketPrice,logMarketPrice
Heracross - 194/193,Heracross,gen2,194/193,Paldea Evolved,Scarlet & Violet,pokemon,Grass,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,24.7,3.206803
Tropius - 195/193,Tropius,gen3,195/193,Paldea Evolved,Scarlet & Violet,pokemon,Grass,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,10.06,2.308567
Sprigatito - 196/193,Sprigatito,gen9,196/193,Paldea Evolved,Scarlet & Violet,pokemon,Grass,Basic,Illustration Rare,Holofoil,none,False,False,True,False,False,49.4,3.89995
Floragato - 197/193,Floragato,gen9,197/193,Paldea Evolved,Scarlet & Violet,pokemon,Grass,Stage 1,Illustration Rare,Holofoil,none,False,False,True,False,False,20.32,3.011606
Bramblin - 198/193,Bramblin,gen9,198/193,Paldea Evolved,Scarlet & Violet,pokemon,Grass,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,8.68,2.161022
Fletchinder - 199/193,Fletchinder,gen6,199/193,Paldea Evolved,Scarlet & Violet,pokemon,Fire,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,14.12,2.647592
Pyroar - 200/193,Pyroar,gen6,200/193,Paldea Evolved,Scarlet & Violet,pokemon,Fire,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,10.56,2.357073
Fuecoco - 201/193,Fuecoco,gen9,201/193,Paldea Evolved,Scarlet & Violet,pokemon,Fire,Basic,Illustration Rare,Holofoil,none,False,False,True,False,False,52.3,3.956996
Crocalor - 202/193,Crocalor,gen9,202/193,Paldea Evolved,Scarlet & Violet,pokemon,Fire,Stage 1,Illustration Rare,Holofoil,none,False,False,True,False,False,18.98,2.943386
Magikarp - 203/193,Magikarp,gen1,203/193,Paldea Evolved,Scarlet & Violet,pokemon,Water,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,381.95,5.94529
Marill - 204/193,Marill,gen2,204/193,Paldea Evolved,Scarlet & Violet,pokemon,Water,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,55.24,4.011687
Eiscue - 205/193,Eiscue,gen8,205/193,Paldea Evolved,Scarlet & Violet,pokemon,Water,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,16.88,2.826129
Quaxly - 206/193,Quaxly,gen9,206/193,Paldea Evolved,Scarlet & Violet,pokemon,Water,Basic,Illustration Rare,Holofoil,none,False,False,True,False,False,12.98,2.56341
Quaxwell - 207/193,Quaxwell,gen9,207/193,Paldea Evolved,Scarlet & Violet,pokemon,Water,Stage 1,Illustration Rare,Holofoil,none,False,False,True,False,False,8.64,2.156403
Frigibax - 208/193,Frigibax,gen9,208/193,Paldea Evolved,Scarlet & Violet,pokemon,Water,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,17.63,2.869602
Arctibax - 209/193,Arctibax,gen9,209/193,Paldea Evolved,Scarlet & Violet,pokemon,Water,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,13.62,2.611539
Baxcalibur - 210/193,Baxcalibur,gen9,210/193,Paldea Evolved,Scarlet & Violet,pokemon,Water,Stage 2,Illustration Rare,Holofoil,none,False,False,False,False,False,28.47,3.348851
Raichu - 211/193,Raichu,gen1,211/193,Paldea Evolved,Scarlet & Violet,pokemon,Lightning,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,108.74,4.68896
Mismagius - 212/193,Mismagius,gen4,212/193,Paldea Evolved,Scarlet & Violet,pokemon,Psychic,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,38.9,3.660994
Gothorita - 213/193,Gothorita,gen5,213/193,Paldea Evolved,Scarlet & Violet,pokemon,Psychic,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,10.84,2.383243
Sandygast - 214/193,Sandygast,gen7,214/193,Paldea Evolved,Scarlet & Violet,pokemon,Psychic,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,8.45,2.134166
Rabsca - 215/193,Rabsca,gen9,215/193,Paldea Evolved,Scarlet & Violet,pokemon,Psychic,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,5.34,1.675226
Tinkatink - 216/193,Tinkatink,gen9,216/193,Paldea Evolved,Scarlet & Violet,pokemon,Psychic,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,27.99,3.331847
Tinkatuff - 217/193,Tinkatuff,gen9,217/193,Paldea Evolved,Scarlet & Violet,pokemon,Psychic,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,32.49,3.480932
Paldean Tauros - 218/193,Paldean Tauros,gen1,218/193,Paldea Evolved,Scarlet & Violet,pokemon,Fighting,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,14.3,2.66026
Sudowoodo - 219/193,Sudowoodo,gen2,219/193,Paldea Evolved,Scarlet & Violet,pokemon,Fighting,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,19.81,2.986187
Nacli - 220/193,Nacli,gen9,220/193,Paldea Evolved,Scarlet & Violet,pokemon,Fighting,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,5.71,1.742219
Paldean Wooper - 221/193,Paldean Wooper,gen2,221/193,Paldea Evolved,Scarlet & Violet,pokemon,Darkness,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,12.25,2.505526
Tyranitar - 222/193,Tyranitar,gen2,222/193,Paldea Evolved,Scarlet & Violet,pokemon,Darkness,Stage 2,Illustration Rare,Holofoil,none,False,False,False,False,False,77.61,4.351696
Grafaiai - 223/193,Grafaiai,gen9,223/193,Paldea Evolved,Scarlet & Violet,pokemon,Darkness,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,6.23,1.829376
Orthworm - 224/193,Orthworm,gen9,224/193,Paldea Evolved,Scarlet & Violet,pokemon,Metal,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,5.76,1.750937
Rookidee - 225/193,Rookidee,gen8,225/193,Paldea Evolved,Scarlet & Violet,pokemon,Colorless,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,8.64,2.156403
Maushold - 226/193,Maushold,gen9,226/193,Paldea Evolved,Scarlet & Violet,pokemon,Colorless,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,88.33,4.48108
Flamigo - 227/193,Flamigo,gen9,227/193,Paldea Evolved,Scarlet & Violet,pokemon,Colorless,Basic,Illustration Rare,Holofoil,none,False,False,False,False,False,9.79,2.281361
Farigiraf - 228/193,Farigiraf,gen9,228/193,Paldea Evolved,Scarlet & Violet,pokemon,Colorless,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,9.31,2.231089
Dudunsparce - 229/193,Dudunsparce,gen9,229/193,Paldea Evolved,Scarlet & Violet,pokemon,Colorless,Stage 1,Illustration Rare,Holofoil,none,False,False,False,False,False,7.62,2.030776
Forretress ex - 230/193,Forretress,gen2,230/193,Paldea Evolved,Scarlet & Violet,pokemon,Grass,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,1.21,0.19062
Meowscarada ex - 231/193,Meowscarada,gen9,231/193,Paldea Evolved,Scarlet & Violet,pokemon,Grass,Stage 2,Ultra Rare,Holofoil,none,False,False,True,False,False,3.69,1.305626
Wo-Chien ex - 232/193,Wo-Chien,gen9,232/193,Paldea Evolved,Scarlet & Violet,pokemon,Grass,Basic,Ultra Rare,Holofoil,none,True,False,False,False,False,1.63,0.48858
Skeledirge ex - 233/193,Skeledirge,gen9,233/193,Paldea Evolved,Scarlet & Violet,pokemon,Fire,Stage 2,Ultra Rare,Holofoil,none,False,False,True,False,False,2.34,0.850151
Chi-Yu ex - 234/193,Chi-Yu,gen9,234/193,Paldea Evolved,Scarlet & Violet,pokemon,Fire,Basic,Ultra Rare,Holofoil,none,True,False,False,False,False,3.5,1.252763
Quaquaval ex - 235/193,Quaquaval,gen9,235/193,Paldea Evolved,Scarlet & Violet,pokemon,Water,Stage 2,Ultra Rare,Holofoil,none,False,False,True,False,False,1.63,0.48858
Chien-Pao ex - 236/193,Chien-Pao,gen9,236/193,Paldea Evolved,Scarlet & Violet,pokemon,Water,Basic,Ultra Rare,Holofoil,none,True,False,False,False,False,2.92,1.071584
Bellibolt ex - 237/193,Bellibolt,gen9,237/193,Paldea Evolved,Scarlet & Violet,pokemon,Lightning,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,3.14,1.144223
Slowking ex - 238/193,Slowking,gen2,238/193,Paldea Evolved,Scarlet & Violet,pokemon,Psychic,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,5.09,1.627278
Dedenne ex - 239/193,Dedenne,gen6,239/193,Paldea Evolved,Scarlet & Violet,pokemon,Psychic,Basic,Ultra Rare,Holofoil,none,False,False,False,False,False,15.37,2.732418
Tinkaton ex - 240/193,Tinkaton,gen9,240/193,Paldea Evolved,Scarlet & Violet,pokemon,Psychic,Stage 2,Ultra Rare,Holofoil,none,False,False,False,False,False,8.85,2.180417
Lycanroc ex - 241/193,Lycanroc,gen7,241/193,Paldea Evolved,Scarlet & Violet,pokemon,Fighting,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,1.81,0.593327
Annihilape ex - 242/193,Annihilape,gen9,242/193,Paldea Evolved,Scarlet & Violet,pokemon,Fighting,Stage 2,Ultra Rare,Holofoil,none,False,False,False,False,False,4.15,1.423108
Ting-Lu ex - 243/193,Ting-Lu,gen9,243/193,Paldea Evolved,Scarlet & Violet,pokemon,Fighting,Basic,Ultra Rare,Holofoil,none,True,False,False,False,False,1.22,0.198851
Paldean Clodsire ex - 244/193,Paldean Clodsire,gen9,244/193,Paldea Evolved,Scarlet & Violet,pokemon,Darkness,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,2.56,0.940007
Copperajah ex - 245/193,Copperajah,gen8,245/193,Paldea Evolved,Scarlet & Violet,pokemon,Metal,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,1.69,0.524729
Noivern ex - 246/193,Noivern,gen6,246/193,Paldea Evolved,Scarlet & Violet,pokemon,Dragon,Stage 1,Ultra Rare,Holofoil,none,False,False,False,False,False,1.74,0.553885
Squawkabilly ex - 247/193,Squawkabilly,gen9,247/193,Paldea Evolved,Scarlet & Violet,pokemon,Colorless,Basic,Ultra Rare,Holofoil,none,False,False,False,False,False,1.47,0.385262
Boss's Orders - 248/193,Boss's Orders,,248/193,Paldea Evolved,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,12.64,2.536866
Clavell - 249/193,Clavell,,249/193,Paldea Evolved,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,1.31,0.270027
Dendra - 250/193,Dendra,,250/193,Paldea Evolved,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,1.83,0.604316
Falkner - 251/193,Falkner,,251/193,Paldea Evolved,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,1.32,0.277632
Giacomo - 252/193,Giacomo,,252/193,Paldea Evolved,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,1.26,0.231112
Grusha - 253/193,Grusha,,253/193,Paldea Evolved,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,2.8,1.029619
Iono - 254/193,Iono,,254/193,Paldea Evolved,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,True,10.88,2.386926
Saguaro - 255/193,Saguaro,,255/193,Paldea Evolved,Scarlet & Violet,trainer,Supporter,,Ultra Rare,Holofoil,none,False,False,False,False,False,1.19,0.173953
Meowscarada ex - 256/193,Meowscarada,gen9,256/193,Paldea Evolved,Scarlet & Violet,pokemon,Grass,Stage 2,Special Illustration Rare,Holofoil,none,False,False,True,False,False,31.11,3.437529
Wo-Chien ex - 257/193,Wo-Chien,gen9,257/193,Paldea Evolved,Scarlet & Violet,pokemon,Grass,Basic,Special Illustration Rare,Holofoil,none,True,False,False,False,False,13.61,2.610805
Skeledirge ex - 258/193,Skeledirge,gen9,258/193,Paldea Evolved,Scarlet & Violet,pokemon,Fire,Stage 2,Special Illustration Rare,Holofoil,none,False,False,True,False,False,31.2,3.440418
Chi-Yu ex - 259/193,Chi-Yu,gen9,259/193,Paldea Evolved,Scarlet & Violet,pokemon,Fire,Basic,Special Illustration Rare,Holofoil,none,True,False,False,False,False,48.98,3.891412
Quaquaval ex - 260/193,Quaquaval,gen9,260/193,Paldea Evolved,Scarlet & Violet,pokemon,Water,Stage 2,Special Illustration Rare,Holofoil,none,False,False,True,False,False,13.57,2.607861
Chien-Pao ex - 261/193,Chien-Pao,gen9,261/193,Paldea Evolved,Scarlet & Violet,pokemon,Water,Basic,Special Illustration Rare,Holofoil,none,True,False,False,False,False,24.46,3.197039
Tinkaton ex - 262/193,Tinkaton,gen9,262/193,Paldea Evolved,Scarlet & Violet,pokemon,Psychic,Stage 2,Special Illustration Rare,Holofoil,none,False,False,False,False,False,57.53,4.052307
Ting-Lu ex - 263/193,Ting-Lu,gen9,263/193,Paldea Evolved,Scarlet & Violet,pokemon,Fighting,Basic,Special Illustration Rare,Holofoil,none,True,False,False,False,False,11.23,2.418589
Squawkabilly ex - 264/193,Squawkabilly,gen9,264/193,Paldea Evolved,Scarlet & Violet,pokemon,Colorless,Basic,Special Illustration Rare,Holofoil,none,False,False,False,False,False,9.3,2.230014
Boss's Orders - 265/193,Boss's Orders,,265/193,Paldea Evolved,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,19.67,2.979095
Dendra - 266/193,Dendra,,266/193,Paldea Evolved,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,9.77,2.279316
Giacomo - 267/193,Giacomo,,267/193,Paldea Evolved,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,4.61,1.528228
Grusha - 268/193,Grusha,,268/193,Paldea Evolved,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,15.18,2.719979
Iono - 269/193,Iono,,269/193,Paldea Evolved,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,True,56.59,4.035832
Saguaro - 270/193,Saguaro,,270/193,Paldea Evolved,Scarlet & Violet,trainer,Supporter,,Special Illustration Rare,Holofoil,none,False,False,False,False,False,13.6,2.61007
Meowscarada ex - 271/193,Meowscarada,gen9,271/193,Paldea Evolved,Scarlet & Violet,pokemon,Grass,Stage 2,Hyper Rare,Holofoil,none,False,False,True,False,False,7.05,1.953028
Skeledirge ex - 272/193,Skeledirge,gen9,272/193,Paldea Evolved,Scarlet & Violet,pokemon,Fire,Stage 2,Hyper Rare,Holofoil,none,False,False,True,False,False,5.79,1.756132
Quaquaval ex - 273/193,Quaquaval,gen9,273/193,Paldea Evolved,Scarlet & Violet,pokemon,Water,Stage 2,Hyper Rare,Holofoil,none,False,False,True,False,False,5.48,1.701105
Chien-Pao ex - 274/193,Chien-Pao,gen9,274/193,Paldea Evolved,Scarlet & Violet,pokemon,Water,Basic,Hyper Rare,Holofoil,none,True,False,False,False,False,5.34,1.675226
Ting-Lu ex - 275/193,Ting-Lu,gen9,275/193,Paldea Evolved,Scarlet & Violet,pokemon,Fighting,Basic,Hyper Rare,Holofoil,none,True,False,False,False,False,3.62,1.286474
Super Rod - 276/193,,,276/193,Paldea Evolved,Scarlet & Violet,trainer,Item,,Hyper Rare,Holofoil,none,False,False,False,False,False,4.78,1.564441
Superior Energy Retrieval - 277/193,,,277/193,Paldea Evolved,Scarlet & Violet,trainer,Item,,Hyper Rare,Holofoil,none,False,False,False,False,False,3.05,1.115142
Basic Grass Energy - 278/193,,,278/193,Paldea Evolved,Scarlet & Violet,energy,Energy,,Hyper Rare,Holofoil,none,False,False,False,False,False,11.69,2.458734
Basic Water Energy - 279/193,,,279/193,Paldea Evolved,Scarlet & Violet,energy,Energy,,Hyper Rare,Holofoil,none,False,False,False,False,False,8.68,2.161022
Litleo,Litleo,gen6,031/193,Paldea Evolved,Scarlet & Violet,pokemon,Fire,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.13,-2.040221
Litleo,Litleo,gen6,031/193,Paldea Evolved,Scarlet & Violet,pokemon,Fire,Basic,Common,Normal,none,False,False,False,False,False,0.08,-2.525729
Dratini,Dratini,gen1,157/197,Obsidian Flames,Scarlet & Violet,pokemon,Dragon,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.23,-1.469676
Dratini,Dratini,gen1,157/197,Obsidian Flames,Scarlet & Violet,pokemon,Dragon,Basic,Common,Normal,none,False,False,False,False,False,0.22,-1.514128
Oddish,Oddish,gen1,001/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113
Oddish,Oddish,gen1,001/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.14,-1.966113
Dragonair,Dragonair,gen1,158/197,Obsidian Flames,Scarlet & Violet,pokemon,Dragon,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.17,-1.771957
Dragonair,Dragonair,gen1,158/197,Obsidian Flames,Scarlet & Violet,pokemon,Dragon,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.36,-1.021651
Dragonite ex,Dragonite,gen1,159/197,Obsidian Flames,Scarlet & Violet,pokemon,Dragon,Stage 2,Double Rare,Holofoil,none,False,False,False,False,False,2.11,0.746688
Gloom,Gloom,gen1,002/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.31,-1.171183
Gloom,Gloom,gen1,002/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Stage 1,Common,Normal,none,False,False,False,False,False,0.11,-2.207275
Bellossom,Bellossom,gen2,003/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Stage 2,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.39,-0.941609
Bellossom,Bellossom,gen2,003/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Stage 2,Uncommon,Normal,none,False,False,False,False,False,0.22,-1.514128
Scyther,Scyther,gen1,004/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.16,-1.832581
Scyther,Scyther,gen1,004/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.11,-2.207275
Shuckle,Shuckle,gen2,005/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.28,-1.272966
Shuckle,Shuckle,gen2,005/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.16,-1.832581
Surskit,Surskit,gen3,006/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.14,-1.966113
Surskit,Surskit,gen3,006/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.06,-2.813411
Masquerain,Masquerain,gen3,007/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648
Masquerain,Masquerain,gen3,007/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.13,-2.040221
Combee,Combee,gen4,008/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957
Combee,Combee,gen4,008/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.11,-2.207275
Altaria,Altaria,gen3,160/197,Obsidian Flames,Scarlet & Violet,pokemon,Dragon,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.14,-1.966113
Altaria,Altaria,gen3,160/197,Obsidian Flames,Scarlet & Violet,pokemon,Dragon,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.27,-1.309333
Drampa,Drampa,gen7,161/197,Obsidian Flames,Scarlet & Violet,pokemon,Dragon,Basic,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.25,-1.386294
Drampa,Drampa,gen7,161/197,Obsidian Flames,Scarlet & Violet,pokemon,Dragon,Basic,Uncommon,Normal,none,False,False,False,False,False,0.16,-1.832581
Foongus,Foongus,gen5,009/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.15,-1.89712
Foongus,Foongus,gen5,009/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.13,-2.040221
Pidgey,Pidgey,gen1,162/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.1,-2.302585
Pidgey,Pidgey,gen1,162/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648
Pidgeotto,Pidgeotto,gen1,163/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.37,-0.994252
Pidgeotto,Pidgeotto,gen1,163/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.2,-1.609438
Pidgeot ex,Pidgeot,gen1,164/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Stage 2,Double Rare,Holofoil,none,False,False,False,False,False,2.21,0.792993
Phantump,Phantump,gen6,011/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.17,-1.771957
Phantump,Phantump,gen6,011/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,False,False,False,0.12,-2.120264
Trevenant,Trevenant,gen6,012/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731
Trevenant,Trevenant,gen6,012/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.13,-2.040221
Kangaskhan,Kangaskhan,gen1,165/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Basic,Uncommon,Normal,none,False,False,False,False,False,0.09,-2.407946
Kangaskhan,Kangaskhan,gen1,165/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Basic,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.24,-1.427116
Eevee,Eevee,gen1,166/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,True,False,0.28,-1.272966
Eevee,Eevee,gen1,166/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,True,False,0.29,-1.237874
Zigzagoon,Zigzagoon,gen3,167/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.16,-1.832581
Zigzagoon,Zigzagoon,gen3,167/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.06,-2.813411
Rowlet,Rowlet,gen7,013/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Reverse Holofoil,none,False,False,True,False,False,0.24,-1.427116
Rowlet,Rowlet,gen7,013/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Basic,Common,Normal,none,False,False,True,False,False,0.18,-1.714798
Linoone,Linoone,gen3,168/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.1,-2.302585
Linoone,Linoone,gen3,168/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.23,-1.469676
Swablu,Swablu,gen3,169/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.15,-1.89712
Swablu,Swablu,gen3,169/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.09,-2.407946
Amoonguss,Amoonguss,gen5,010/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731
Amoonguss,Amoonguss,gen5,010/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Normal,none,False,False,False,False,False,0.12,-2.120264
Charmander,Charmander,gen1,026/197,Obsidian Flames,Scarlet & Violet,pokemon,Fire,Basic,Common,Reverse Holofoil,none,False,False,True,False,False,0.31,-1.171183
Charmander,Charmander,gen1,026/197,Obsidian Flames,Scarlet & Violet,pokemon,Fire,Basic,Common,Normal,none,False,False,True,False,False,0.22,-1.514128
Dartrix,Dartrix,gen7,014/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Normal,none,False,False,True,False,False,0.12,-2.120264
Dartrix,Dartrix,gen7,014/197,Obsidian Flames,Scarlet & Violet,pokemon,Grass,Stage 1,Uncommon,Reverse Holofoil,none,False,False,True,False,False,0.28,-1.272966
Lillipup,Lillipup,gen5,170/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.22,-1.514128
Lillipup,Lillipup,gen5,170/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.17,-1.771957
Charmeleon,Charmeleon,gen1,027/197,Obsidian Flames,Scarlet & Violet,pokemon,Fire,Stage 1,Uncommon,Reverse Holofoil,none,False,False,True,False,False,0.32,-1.139434
Charmeleon,Charmeleon,gen1,027/197,Obsidian Flames,Scarlet & Violet,pokemon,Fire,Stage 1,Uncommon,Normal,none,False,False,True,False,False,0.21,-1.560648
Herdier,Herdier,gen5,171/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Stage 1,Common,Normal,none,False,False,False,False,False,0.1,-2.302585
Herdier,Herdier,gen5,171/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Stage 1,Common,Reverse Holofoil,none,False,False,False,False,False,0.21,-1.560648
Stoutland,Stoutland,gen5,172/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Stage 2,Uncommon,Normal,none,False,False,False,False,False,0.16,-1.832581
Stoutland,Stoutland,gen5,172/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Stage 2,Uncommon,Reverse Holofoil,none,False,False,False,False,False,0.33,-1.108663
Audino,Audino,gen5,173/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Basic,Common,Normal,none,False,False,False,False,False,0.1,-2.302585
Audino,Audino,gen5,173/197,Obsidian Flames,Scarlet & Violet,pokemon,Colorless,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.15,-1.89712
Vulpix,Vulpix,gen1,028/197,Obsidian Flames,Scarlet & Violet,pokemon,Fire,Basic,Common,Reverse Holofoil,none,False,False,False,False,False,0.19,-1.660731
